YEAR,CostType,VALUE
2029,CAP,5689.975079233087
2030,CAP,6919.011869086889
2031,CAP,6940.848188886161
2032,CAP,4052.612704987461
2033,CAP,2459.7816506174822
2034,CAP,2332.367150306435
2035,CAP,1799.0511463831547
2036,CAP,2485.098541269319
2037,CAP,5043.938807919554
2038,CAP,6724.262907834269
2039,CAP,6683.361003892889
2040,CAP,6885.276597416901
2041,CAP,5835.892369543712
2042,CAP,5416.883673702784
2043,CAP,5746.1575264230305
2044,CAP,5918.185686563973
2045,CAP,6737.896809273019
2046,CAP,6463.584406131299
2047,CAP,4797.666379636798
2048,CAP,5055.046931935946
2049,CAP,5711.0171597910885
2050,CAP,5898.501588224239
2051,CAP,6176.429556705776
2052,CAP,8031.53196458805
2053,CAP,9239.496354435716
2054,CAP,9556.391070179718
2055,CAP,10468.92193479755
2024,CAP,4913.132448795553
2025,CAP,8535.78552136619
2021,CAP,2710.729552357368
2023,CAP,4188.633283536425
2022,CAP,5842.320526871288
2026,CAP,3656.770110480433
2027,CAP,2588.6211008708283
2028,CAP,2660.340137763934
2021,FIX,1266.5888293093167
2022,FIX,1304.2411269750862
2023,FIX,1306.848906874798
2024,FIX,1362.4790357593597
2025,FIX,1482.083873145766
2026,FIX,1495.4851949207036
2027,FIX,1479.6039117704463
2028,FIX,1467.339395930123
2029,FIX,1507.6865694184723
2030,FIX,1548.7554021312394
2031,FIX,1594.5372262077644
2032,FIX,1653.1870874307087
2033,FIX,1685.6283814611188
2034,FIX,1718.5222122670602
2035,FIX,1743.369835844641
2036,FIX,1781.1356083896517
2037,FIX,1784.6789583870768
2038,FIX,1802.258249428708
2039,FIX,1816.8402302168627
2040,FIX,1826.3885589529204
2041,FIX,1881.7429794938846
2042,FIX,1945.955869745858
2043,FIX,2007.523109206325
2044,FIX,2066.367654702572
2045,FIX,2135.822790893616
2046,FIX,2092.640179911636
2047,FIX,2166.6115097788456
2048,FIX,2244.026195328292
2049,FIX,2321.0033901987194
2050,FIX,2405.9741817757595
2051,FIX,2501.9214558109816
2052,FIX,2572.2844575968415
2053,FIX,2644.128187917636
2054,FIX,2726.4217790361995
2055,FIX,2756.222090164718
2021,VAR,12.8879035254784
2022,VAR,-186.99321488561287
2023,VAR,80.72684280389079
2024,VAR,137.6594880279462
2025,VAR,-1.7246483484847719
2026,VAR,86.536801036878
2027,VAR,197.8857219388592
2028,VAR,331.78010695371665
2029,VAR,186.61584560302106
2030,VAR,-158.72477710415066
2031,VAR,-560.6025239580295
2032,VAR,-868.2803925517728
2033,VAR,-986.889167875923
2034,VAR,-1028.6932255661359
2035,VAR,-1119.0781592949108
2036,VAR,-1173.9298688413708
2037,VAR,-1267.798098691634
2038,VAR,-1441.7882107785013
2039,VAR,-1695.7525114484727
2040,VAR,-1985.4745383651587
2041,VAR,-2130.2902420964137
2042,VAR,-2264.887610934744
2043,VAR,-2509.1589260585743
2044,VAR,-2631.204155543327
2045,VAR,-2709.647583462329
2046,VAR,-2994.176418720402
2047,VAR,-3163.602640707163
2048,VAR,-3394.055173461744
2049,VAR,-3900.3171903390917
2050,VAR,-4408.078391402566
2051,VAR,-4846.459975816952
2052,VAR,-5158.548348250533
2053,VAR,-5474.218987506959
2054,VAR,-5713.519888122183
2055,VAR,-5716.873676039449
