YEAR,CostType,VALUE
2029,CAP,5386.105951325635
2030,CAP,5778.495104175882
2031,CAP,6118.112831006073
2032,CAP,4135.070452130907
2033,CAP,2687.108592573474
2034,CAP,2220.7533397492393
2035,CAP,1838.6225516566547
2036,CAP,2510.2554154333457
2037,CAP,4614.4669983184185
2038,CAP,4999.52510038291
2039,CAP,6468.364008069085
2040,CAP,6538.2032684001415
2041,CAP,5398.692054791832
2042,CAP,5615.484321453044
2043,CAP,5375.353286362971
2044,CAP,5442.252301840841
2045,CAP,5624.41328041575
2046,CAP,5551.680475953466
2047,CAP,4154.701460780756
2048,CAP,4284.298961189033
2049,CAP,4473.837091127705
2050,CAP,4950.322705913041
2051,CAP,4919.214780573944
2052,CAP,5339.537778821937
2053,CAP,5747.303479508515
2054,CAP,7564.040252121012
2055,CAP,8287.155281958007
2026,CAP,5276.896043183005
2025,CAP,14816.86133431214
2027,CAP,2812.0195333214083
2021,CAP,2710.729552357368
2023,CAP,4188.865851878219
2022,CAP,6356.446239546811
2024,CAP,4914.204520704551
2028,CAP,2378.37803331709
2021,FIX,1266.5888293093167
2022,FIX,1277.6237854439084
2023,FIX,1286.9071194791522
2024,FIX,1342.5574523496475
2025,FIX,1567.915990886673
2026,FIX,1610.152483648957
2027,FIX,1595.9422449635242
2028,FIX,1570.5157156064736
2029,FIX,1597.140345798889
2030,FIX,1624.2670114622754
2031,FIX,1659.3688907002804
2032,FIX,1715.4911026643838
2033,FIX,1749.8493544990654
2034,FIX,1774.7088362209063
2035,FIX,1795.8790068307617
2036,FIX,1829.4732136334455
2037,FIX,1840.3324094047393
2038,FIX,1826.7983657283298
2039,FIX,1825.0569956724
2040,FIX,1847.8269269818138
2041,FIX,1887.0468515468792
2042,FIX,1929.6740775812536
2043,FIX,1972.9707592640666
2044,FIX,2011.3869564880076
2045,FIX,2050.7213031673587
2046,FIX,1976.7238751917678
2047,FIX,2027.3989931455367
2048,FIX,2052.63210246822
2049,FIX,2109.9317266178296
2050,FIX,2173.3750672209526
2051,FIX,2249.995342074239
2052,FIX,2288.9984494346613
2053,FIX,2332.200175538008
2054,FIX,2376.4119854322776
2055,FIX,2242.079134818019
2021,VAR,12.887903525477729
2022,VAR,-210.6088215343529
2023,VAR,51.58480335232921
2024,VAR,113.70944976129704
2025,VAR,-874.1135985944316
2026,VAR,-1093.0583017676915
2027,VAR,-1041.885826691746
2028,VAR,-964.0228727634056
2029,VAR,-1156.3644821512294
2030,VAR,-1519.0869117561897
2031,VAR,-1929.3106287828327
2032,VAR,-2270.9941726952725
2033,VAR,-2405.147887126545
2034,VAR,-2495.1766477075466
2035,VAR,-2631.776778321136
2036,VAR,-2722.7591479915905
2037,VAR,-2747.953017866656
2038,VAR,-2932.2913764777
2039,VAR,-3366.8291014463753
2040,VAR,-3723.499527475945
2041,VAR,-4036.3918542218244
2042,VAR,-4358.862125693564
2043,VAR,-4751.948181631094
2044,VAR,-5038.128750881234
2045,VAR,-5309.368313812671
2046,VAR,-4702.69756183479
2047,VAR,-5001.948281037783
2048,VAR,-5379.551835582019
2049,VAR,-5945.637488569875
2050,VAR,-6547.507408012447
2051,VAR,-7021.607283188219
2052,VAR,-7365.107516867126
2053,VAR,-7711.822915894783
2054,VAR,-8066.77782567102
2055,VAR,-7471.993513025873
