YEAR,CostType,VALUE
2029,CAP,5344.562225040547
2030,CAP,5685.352154899289
2031,CAP,6032.693237202259
2032,CAP,4009.219400666103
2033,CAP,2490.2763775193716
2034,CAP,2140.2636897276916
2035,CAP,1744.8452864545177
2036,CAP,2442.8255456357906
2037,CAP,4104.177935885485
2038,CAP,4997.439429585327
2039,CAP,6226.794882914965
2040,CAP,6962.756817466009
2041,CAP,4918.182691517862
2042,CAP,5148.462654246251
2043,CAP,5101.353808071915
2044,CAP,5633.888624797454
2045,CAP,5950.0721214710975
2046,CAP,6693.043844132323
2047,CAP,4560.691617221357
2048,CAP,4582.386721949879
2049,CAP,4978.361989407561
2050,CAP,6732.913328862508
2051,CAP,5248.930809087691
2052,CAP,6467.646724447178
2053,CAP,7224.543766949615
2054,CAP,9423.624476783898
2055,CAP,11279.406714818178
2024,CAP,4914.364845145849
2025,CAP,11856.72350150844
2021,CAP,2710.729552357368
2023,CAP,4188.90186387822
2022,CAP,6356.509267546811
2026,CAP,3151.2329863538052
2027,CAP,2305.651913333041
2028,CAP,2186.811273903642
2021,FIX,1266.5888293093167
2022,FIX,1277.6244154439084
2023,FIX,1286.9087394791522
2024,FIX,1342.5637862907201
2025,FIX,1503.0293145768533
2026,FIX,1502.0981425220502
2027,FIX,1484.3025857975247
2028,FIX,1456.9074458202085
2029,FIX,1484.10697303076
2030,FIX,1511.029050088774
2031,FIX,1545.971983822658
2032,FIX,1601.9993746287187
2033,FIX,1635.0035622179003
2034,FIX,1660.5466452061628
2035,FIX,1681.8842700424925
2036,FIX,1716.2249950908204
2037,FIX,1726.5524105562208
2038,FIX,1722.872617651025
2039,FIX,1729.5234555352686
2040,FIX,1757.3870669484793
2041,FIX,1807.836389022869
2042,FIX,1864.6833485704763
2043,FIX,1926.5714785576897
2044,FIX,1984.8786707694517
2045,FIX,2045.514760103688
2046,FIX,1990.362389244528
2047,FIX,2051.0072820096557
2048,FIX,2105.5067933965674
2049,FIX,2174.787398469365
2050,FIX,2260.1284805086516
2051,FIX,2338.2342338544563
2052,FIX,2396.1983408675837
2053,FIX,2460.4427171870952
2054,FIX,2527.603468546522
2055,FIX,2499.8077755461322
2021,VAR,12.887903525477363
2022,VAR,-210.60882153435267
2023,VAR,51.58480335233081
2024,VAR,113.68693120619788
2025,VAR,-413.759748216078
2026,VAR,-369.5766798573641
2027,VAR,-275.2375047535333
2028,VAR,-193.05422111941553
2029,VAR,-398.0477043991422
2030,VAR,-767.007365971182
2031,VAR,-1183.244493582398
2032,VAR,-1530.98897354595
2033,VAR,-1659.9244346970215
2034,VAR,-1758.2314454790533
2035,VAR,-1904.2463571130907
2036,VAR,-2005.6587050259548
2037,VAR,-1974.682676922676
2038,VAR,-2139.4741360282765
2039,VAR,-2475.994029733067
2040,VAR,-2762.672566814812
2041,VAR,-2967.232547231018
2042,VAR,-3170.3019701432513
2043,VAR,-3443.6927026114604
2044,VAR,-3650.2395105805617
2045,VAR,-3831.1099718763417
2046,VAR,-4080.0540599917235
2047,VAR,-4354.0950852113465
2048,VAR,-4671.5369328470115
2049,VAR,-5225.800554255065
2050,VAR,-5831.372395112658
2051,VAR,-6314.199347339411
2052,VAR,-6700.408114733729
2053,VAR,-7069.728345459073
2054,VAR,-7455.259861747722
2055,VAR,-7181.703796337603
