YEAR,CostType,VALUE
2029,CAP,5172.707342845182
2030,CAP,5898.528039588729
2031,CAP,6210.6023945098605
2032,CAP,4163.544269486605
2033,CAP,2767.845632974514
2034,CAP,2308.624853901616
2035,CAP,1882.1039858552963
2036,CAP,2617.727728779814
2037,CAP,4963.829147020861
2038,CAP,5150.091308481208
2039,CAP,6327.062325079181
2040,CAP,7130.427560602819
2041,CAP,5217.322879118891
2042,CAP,5448.953839644321
2043,CAP,5855.11038199702
2044,CAP,5943.902289610413
2045,CAP,6416.53297176717
2046,CAP,7207.223943416999
2047,CAP,4842.749650857036
2048,CAP,5116.313152080716
2049,CAP,5181.483260267796
2050,CAP,7007.041523534488
2051,CAP,5564.869329393902
2052,CAP,6989.429801605376
2053,CAP,7623.498475083446
2054,CAP,9547.63277301807
2055,CAP,10952.66850971823
2024,CAP,4914.364845145853
2025,CAP,9517.97210459521
2021,CAP,2710.729552357368
2023,CAP,4188.901863878217
2022,CAP,6356.509267546811
2026,CAP,3413.2272109636438
2028,CAP,2558.728560115331
2027,CAP,2706.91874001597
2021,FIX,1266.5888293093167
2022,FIX,1277.6244154439084
2023,FIX,1286.9087394791522
2024,FIX,1342.56378629072
2025,FIX,1439.829387601303
2026,FIX,1444.698632398081
2027,FIX,1427.8493854522333
2028,FIX,1407.0437218333807
2029,FIX,1431.6861165694227
2030,FIX,1462.5542479056026
2031,FIX,1500.5131752796294
2032,FIX,1558.9531310819436
2033,FIX,1596.4427958930387
2034,FIX,1624.525790410687
2035,FIX,1648.17873026571
2036,FIX,1685.2927950102055
2037,FIX,1705.4529661589584
2038,FIX,1704.4071981295544
2039,FIX,1712.901159850907
2040,FIX,1745.2915200608206
2041,FIX,1797.3258068706573
2042,FIX,1861.1472839097187
2043,FIX,1923.3976868540199
2044,FIX,1983.658718341391
2045,FIX,2044.4831250984523
2046,FIX,1989.082427289237
2047,FIX,2050.7456442928815
2048,FIX,2110.8144045016684
2049,FIX,2179.9122190737
2050,FIX,2265.4913169716556
2051,FIX,2344.456221822218
2052,FIX,2396.8498087952266
2053,FIX,2464.712838757499
2054,FIX,2533.592563669745
2055,FIX,2549.3102838552622
2021,VAR,12.887903525477718
2022,VAR,-210.60882153435244
2023,VAR,51.584803352330574
2024,VAR,113.68693120619707
2025,VAR,-61.02131725386792
2026,VAR,-0.2964618823733165
2027,VAR,89.988748317694
2028,VAR,171.15590300920744
2029,VAR,21.342536403516007
2030,VAR,-336.1734373236343
2031,VAR,-738.0477781021884
2032,VAR,-1064.6964542816381
2033,VAR,-1191.6678574164293
2034,VAR,-1275.4894203155752
2035,VAR,-1401.3951908082618
2036,VAR,-1488.0842454960314
2037,VAR,-1490.5798454263402
2038,VAR,-1642.5185363717674
2039,VAR,-1954.2072425900676
2040,VAR,-2182.258219634768
2041,VAR,-2355.2566710587093
2042,VAR,-2513.289922046549
2043,VAR,-2792.2564979509116
2044,VAR,-2963.9308822397484
2045,VAR,-3114.881298474254
2046,VAR,-3506.7204671641853
2047,VAR,-3748.1946490879327
2048,VAR,-4076.113633993701
2049,VAR,-4595.346257425183
2050,VAR,-5163.902144972303
2051,VAR,-5631.135347149608
2052,VAR,-5956.2826285608535
2053,VAR,-6304.050523759
2054,VAR,-6664.766300971985
2055,VAR,-6798.690933138869
