YEAR,CostType,VALUE
2029,CAP,5062.603456459949
2030,CAP,5656.198711898337
2031,CAP,6031.422412276221
2032,CAP,4018.346176470815
2033,CAP,2680.0965892565496
2034,CAP,2294.7507803885997
2035,CAP,1904.459202265731
2036,CAP,2447.715406832822
2037,CAP,4104.297415970241
2038,CAP,6392.971116136202
2039,CAP,6413.626009256475
2040,CAP,6719.871372048134
2041,CAP,5059.74543975671
2042,CAP,5107.165895250729
2043,CAP,5196.316604234739
2044,CAP,5478.153667153483
2045,CAP,5895.446662728921
2046,CAP,5996.749228122003
2047,CAP,4614.164070287427
2048,CAP,4688.707169014595
2049,CAP,4973.5731047811305
2050,CAP,5440.52404881861
2051,CAP,5567.121686439446
2052,CAP,6836.377420782658
2053,CAP,8391.539094592797
2054,CAP,9283.221865157186
2055,CAP,10276.835240622633
2026,CAP,4968.950374697663
2025,CAP,13843.48315987896
2027,CAP,2533.132502810345
2021,CAP,2710.729552357367
2023,CAP,4188.889859878218
2022,CAP,6356.488253546811
2024,CAP,4914.204520704552
2028,CAP,2322.6875665534935
2021,FIX,1266.5888293093167
2022,FIX,1277.6242054439085
2023,FIX,1286.9081994791522
2024,FIX,1342.5590723496475
2025,FIX,1592.13751816747
2026,FIX,1636.542174407284
2027,FIX,1625.0088399065992
2028,FIX,1601.947590838986
2029,FIX,1623.2721352828003
2030,FIX,1650.2114076554346
2031,FIX,1685.9245537428428
2032,FIX,1742.5989830436968
2033,FIX,1779.3423576016892
2034,FIX,1810.0145003500413
2035,FIX,1835.0107714977567
2036,FIX,1870.3895584061654
2037,FIX,1883.8099101905855
2038,FIX,1895.8616135531302
2039,FIX,1902.384962957685
2040,FIX,1908.650247561984
2041,FIX,1965.0874209300275
2042,FIX,2022.396937434443
2043,FIX,2085.038580928779
2044,FIX,2142.5084101178254
2045,FIX,2202.0379882872858
2046,FIX,2150.4157967749857
2047,FIX,2217.835367575243
2048,FIX,2286.851022927519
2049,FIX,2352.7034748953974
2050,FIX,2433.201716697942
2051,FIX,2523.576442326792
2052,FIX,2590.3678939811102
2053,FIX,2656.053541881563
2054,FIX,2722.9254710651035
2055,FIX,2611.385194814317
2021,VAR,12.887903525477725
2022,VAR,-210.60882153435242
2023,VAR,51.58480335232921
2024,VAR,113.70944976129728
2025,VAR,-836.5970477667386
2026,VAR,-1036.063311649784
2027,VAR,-971.6084857968038
2028,VAR,-860.8834679904229
2029,VAR,-1059.3357282238564
2030,VAR,-1399.048850394044
2031,VAR,-1794.6348127566234
2032,VAR,-2122.0290204791563
2033,VAR,-2250.093580313707
2034,VAR,-2327.039886803967
2035,VAR,-2463.751406780005
2036,VAR,-2545.0836966121915
2037,VAR,-2525.874227219022
2038,VAR,-2750.024878941684
2039,VAR,-3091.381214440378
2040,VAR,-3515.7861588085807
2041,VAR,-3718.7249538902233
2042,VAR,-3948.6654724163504
2043,VAR,-4243.849974054796
2044,VAR,-4472.950265823845
2045,VAR,-4706.203069930329
2046,VAR,-4035.6082591928093
2047,VAR,-4287.978417691735
2048,VAR,-4564.779573787246
2049,VAR,-5147.1909018640945
2050,VAR,-5713.0202036817
2051,VAR,-6153.5320796703945
2052,VAR,-6502.776604384418
2053,VAR,-6842.375581667654
2054,VAR,-7191.745979942599
2055,VAR,-6593.139907247133
