YEAR,CostType,VALUE
2029,CAP,5027.26221374985
2030,CAP,5828.019313257918
2031,CAP,6509.200086092571
2032,CAP,4166.390338594425
2033,CAP,2577.6211446065286
2034,CAP,2414.6505423232447
2035,CAP,2012.2069659192675
2036,CAP,2606.9350214867673
2037,CAP,4998.640763063636
2038,CAP,6489.659407959936
2039,CAP,6420.206958157356
2040,CAP,6646.898707618314
2041,CAP,5876.6171982836495
2042,CAP,5804.202046145528
2043,CAP,5770.920030859332
2044,CAP,5429.702539168508
2045,CAP,5785.387090099667
2046,CAP,5926.988991869263
2047,CAP,4560.296568852776
2048,CAP,4611.871699240585
2049,CAP,4684.333263938272
2050,CAP,5233.1083611902
2051,CAP,5162.899285181934
2052,CAP,5948.3324802459565
2053,CAP,6736.859785560682
2054,CAP,7482.190334004278
2055,CAP,8511.545192918027
2024,CAP,4914.364845145849
2025,CAP,8818.108377532626
2021,CAP,2710.729552357368
2023,CAP,4188.86585187822
2022,CAP,6356.446239546811
2026,CAP,3534.2901831267604
2028,CAP,2556.2957826091483
2027,CAP,2526.7652790397815
2021,FIX,1266.5888293093167
2022,FIX,1277.6237854439084
2023,FIX,1286.9071194791522
2024,FIX,1342.56135629072
2025,FIX,1461.043674106808
2026,FIX,1461.369373714841
2027,FIX,1442.0484845822582
2028,FIX,1423.1834097815577
2029,FIX,1444.0876356701363
2030,FIX,1474.1545738836485
2031,FIX,1514.849507746854
2032,FIX,1573.1141303451323
2033,FIX,1607.7298398221453
2034,FIX,1639.7578518572811
2035,FIX,1665.8157037319572
2036,FIX,1701.4031883336693
2037,FIX,1717.074640628185
2038,FIX,1719.6749959487336
2039,FIX,1714.5373709216672
2040,FIX,1711.826518135638
2041,FIX,1754.941084446011
2042,FIX,1797.5188125457867
2043,FIX,1839.2043032552035
2044,FIX,1879.2022532951087
2045,FIX,1918.0333974968041
2046,FIX,1843.0403133188668
2047,FIX,1896.8144067633548
2048,FIX,1916.837822667848
2049,FIX,1966.359279309704
2050,FIX,2027.5528831883635
2051,FIX,2104.9762678174407
2052,FIX,2148.11792286308
2053,FIX,2192.1916045958483
2054,FIX,2240.6336107262073
2055,FIX,2232.172081604789
2021,VAR,12.887903525477842
2022,VAR,-210.608821534352
2023,VAR,51.58480335232989
2024,VAR,113.68693120619719
2025,VAR,-62.86013645247816
2026,VAR,10.623710412606448
2027,VAR,141.13083803361687
2028,VAR,272.04187553205327
2029,VAR,112.78728328570524
2030,VAR,-208.02653602126867
2031,VAR,-593.8433233944829
2032,VAR,-899.3998585567172
2033,VAR,-970.2934300140294
2034,VAR,-1026.817766293177
2035,VAR,-1147.9452551226689
2036,VAR,-1218.5391050330468
2037,VAR,-1258.1436080718756
2038,VAR,-1533.5239942195237
2039,VAR,-1900.5599038338487
2040,VAR,-2306.1764882821085
2041,VAR,-2536.9279203455335
2042,VAR,-2795.301289582793
2043,VAR,-3122.9056897685114
2044,VAR,-3317.1727837827575
2045,VAR,-3519.871840631106
2046,VAR,-3885.72034890628
2047,VAR,-4093.199166885291
2048,VAR,-4330.61191994286
2049,VAR,-4840.639280114725
2050,VAR,-5343.638932973655
2051,VAR,-5770.873457961411
2052,VAR,-6051.630835882044
2053,VAR,-6331.20832759967
2054,VAR,-6598.76546644445
2055,VAR,-6628.281017667784
