YEAR,CostType,VALUE
2029,CAP,4866.077167509168
2030,CAP,5315.275137068461
2031,CAP,5683.325497839098
2032,CAP,3670.326688402347
2033,CAP,2200.7134857422175
2034,CAP,2028.894086975276
2035,CAP,1668.7926440340723
2036,CAP,2514.732511718605
2037,CAP,6080.259274981174
2038,CAP,4951.482471028366
2039,CAP,5941.076884452334
2040,CAP,7906.280527022993
2041,CAP,5680.391600414266
2042,CAP,5710.7228101591645
2043,CAP,5770.541498274581
2044,CAP,5476.139384859768
2045,CAP,6005.51363614894
2046,CAP,6075.445134956482
2047,CAP,4377.809283005915
2048,CAP,4595.969233080398
2049,CAP,5554.295810602824
2050,CAP,10310.599494539367
2051,CAP,5415.322806928759
2053,CAP,5964.883774725372
2054,CAP,7993.564814504053
2055,CAP,11447.676895329021
2024,CAP,4914.364845145849
2025,CAP,14381.54194868147
2021,CAP,2710.729552357368
2023,CAP,4188.88985987822
2022,CAP,6356.488253546811
2026,CAP,2873.673492805058
2052,CAP,7133.996800268537
2027,CAP,1957.1223981639164
2028,CAP,1933.543423738417
2021,FIX,1266.5888293093167
2022,FIX,1277.6242054439085
2023,FIX,1286.9081994791522
2024,FIX,1342.56297629072
2025,FIX,1558.059033684387
2026,FIX,1546.314077225287
2027,FIX,1516.708404077265
2028,FIX,1486.7383158925106
2029,FIX,1504.0456774437762
2030,FIX,1523.4085316142255
2031,FIX,1551.3807270062107
2032,FIX,1600.9261390082654
2033,FIX,1627.9178582391792
2034,FIX,1647.796297239793
2035,FIX,1664.384613852507
2036,FIX,1692.424697888175
2037,FIX,1705.2780340086147
2038,FIX,1685.9454180986802
2039,FIX,1660.7487486021391
2040,FIX,1675.1073416962097
2041,FIX,1720.8291239393234
2042,FIX,1767.1366463803947
2043,FIX,1813.4959141316413
2044,FIX,1859.4703850628948
2045,FIX,1905.5671545266007
2046,FIX,1839.5171509963973
2047,FIX,1897.5746950146806
2048,FIX,1917.045004167445
2049,FIX,1984.7772959015683
2050,FIX,2102.484026925201
2051,FIX,2182.362633498255
2052,FIX,2228.888311668771
2053,FIX,2269.0030354767414
2054,FIX,2321.2687718821
2055,FIX,2240.557222966171
2021,VAR,12.887903525477483
2022,VAR,-210.60882153435267
2023,VAR,51.584803352329224
2024,VAR,113.68693120619743
2025,VAR,-792.517074039868
2026,VAR,-764.7474870949719
2027,VAR,-689.4584016849119
2028,VAR,-603.8786982745243
2029,VAR,-853.3979798008797
2030,VAR,-1225.441550485858
2031,VAR,-1651.0568171740738
2032,VAR,-2009.8747272823218
2033,VAR,-2154.1970851173423
2034,VAR,-2260.573685477548
2035,VAR,-2411.0067894802287
2036,VAR,-2551.717184025473
2037,VAR,-2700.969742225137
2038,VAR,-2909.9653805932867
2039,VAR,-3289.0251208115956
2040,VAR,-3703.9810950802434
2041,VAR,-3994.8329518258
2042,VAR,-4314.044819384015
2043,VAR,-4710.381061511879
2044,VAR,-4983.4590232538885
2045,VAR,-5263.244007266633
2046,VAR,-5367.178861798862
2047,VAR,-5663.9334450774995
2048,VAR,-5985.258425542115
2049,VAR,-6607.3176606567185
2050,VAR,-7260.476601367443
2051,VAR,-7734.597881957086
2052,VAR,-8039.621423028981
2053,VAR,-8349.045035640413
2054,VAR,-8666.09219436288
2055,VAR,-7948.016818734482
