YEAR,CostType,VALUE
2029,CAP,5926.191769172918
2030,CAP,6861.092233342717
2031,CAP,6896.067598499577
2032,CAP,4044.231495286666
2033,CAP,2275.475720226329
2034,CAP,2666.979954395232
2035,CAP,2124.0259155666713
2036,CAP,2840.518928708307
2037,CAP,6347.409668927346
2038,CAP,5460.34793731823
2039,CAP,6972.5504298603255
2040,CAP,7133.654309655934
2041,CAP,6130.928387166018
2042,CAP,5729.338692252929
2043,CAP,5973.35371003603
2044,CAP,6085.608523841719
2045,CAP,6865.430411016099
2046,CAP,6992.860369480105
2047,CAP,4926.788934988248
2048,CAP,4933.84398267018
2049,CAP,5552.906557557328
2050,CAP,5759.7735592354975
2051,CAP,5960.991924528573
2052,CAP,8053.387532952313
2053,CAP,7858.2764072564
2054,CAP,9478.71650631479
2055,CAP,10930.765674264148
2024,CAP,5027.644030354983
2025,CAP,11244.00868008616
2021,CAP,2710.729552357368
2023,CAP,4298.734110862466
2022,CAP,6460.441768136245
2026,CAP,3872.398165342058
2028,CAP,2829.5649214987643
2027,CAP,2538.4274646875488
2021,FIX,1266.5888293093167
2022,FIX,1274.4155821717018
2023,FIX,1280.053292680757
2024,FIX,1331.6750587151803
2025,FIX,1509.8871552272428
2026,FIX,1512.921405496444
2027,FIX,1492.7859944258917
2028,FIX,1475.517201473195
2029,FIX,1508.7494060932445
2030,FIX,1547.9686382760397
2031,FIX,1592.1527505244085
2032,FIX,1649.4168361595764
2033,FIX,1677.7437835431315
2034,FIX,1706.903871673172
2035,FIX,1730.2321671634759
2036,FIX,1766.5398787631188
2037,FIX,1797.7688908925625
2038,FIX,1805.311208624523
2039,FIX,1814.377582850015
2040,FIX,1817.3240221977878
2041,FIX,1873.0725510127932
2042,FIX,1929.6347959183852
2043,FIX,1985.8131681527916
2044,FIX,2040.309082971326
2045,FIX,2095.740805448738
2046,FIX,2029.2318958468843
2047,FIX,2087.3491019681164
2048,FIX,2140.607974601251
2049,FIX,2204.806607080793
2050,FIX,2276.5654742642373
2051,FIX,2361.3919213937506
2052,FIX,2413.070197789479
2053,FIX,2457.096584766521
2054,FIX,2510.908774418622
2055,FIX,2470.228567408735
2021,VAR,12.887903525477714
2022,VAR,-217.94871449072036
2023,VAR,33.21959541525266
2024,VAR,90.68534568848888
2025,VAR,-436.89083226757674
2026,VAR,-367.16115266025247
2027,VAR,-252.87409188200547
2028,VAR,-141.87114402591925
2029,VAR,-327.2667706555906
2030,VAR,-683.9865950824868
2031,VAR,-1096.6965306383408
2032,VAR,-1421.1342683041782
2033,VAR,-1524.7485113106497
2034,VAR,-1598.898753714271
2035,VAR,-1742.6363374960158
2036,VAR,-1828.9893133407552
2037,VAR,-1945.780372912894
2038,VAR,-2075.443902955127
2039,VAR,-2394.1790132676238
2040,VAR,-2763.0655390904562
2041,VAR,-2971.258203832478
2042,VAR,-3185.289881200909
2043,VAR,-3498.6225325147093
2044,VAR,-3681.279940854868
2045,VAR,-3855.7611925155807
2046,VAR,-4112.000528361329
2047,VAR,-4343.546994263641
2048,VAR,-4606.7235675028
2049,VAR,-5126.517320099285
2050,VAR,-5652.3224538453
2051,VAR,-6086.4776154870415
2052,VAR,-6376.857540389037
2053,VAR,-6725.651404145071
2054,VAR,-7006.305526624781
2055,VAR,-6602.256444581436
