YEAR,CostType,VALUE
2029,CAP,4856.020988729768
2030,CAP,5432.0710492570615
2031,CAP,5825.559048176163
2032,CAP,3839.7112580762087
2033,CAP,2381.5676064501345
2034,CAP,2156.0663950027874
2035,CAP,2140.268164905446
2036,CAP,2685.2869552966067
2037,CAP,6030.374028082378
2038,CAP,4867.287089377527
2039,CAP,6168.33039844487
2040,CAP,6964.738776499488
2041,CAP,5330.450275002631
2042,CAP,5287.387077641352
2043,CAP,5274.802358070326
2044,CAP,4966.6162914513525
2045,CAP,5349.467804311079
2046,CAP,5330.58330137902
2047,CAP,4132.553194754351
2048,CAP,4286.1189639942795
2049,CAP,4376.269133501917
2050,CAP,9796.600497971654
2051,CAP,4894.463303087971
2052,CAP,5956.262918764496
2053,CAP,4974.605448139902
2054,CAP,6656.882219487777
2055,CAP,7895.565008630947
2026,CAP,4909.422669702972
2025,CAP,14953.4498958618
2027,CAP,2397.408197972277
2021,CAP,2710.729552357368
2023,CAP,4295.620099015687
2022,CAP,6451.295375370677
2024,CAP,5022.753165360843
2028,CAP,2142.360559557054
2021,FIX,1266.5888293093167
2022,FIX,1274.6405772763278
2023,FIX,1280.2461381115968
2024,FIX,1331.7984187341915
2025,FIX,1555.2218063163625
2026,FIX,1591.1307621510764
2027,FIX,1570.160999837522
2028,FIX,1542.7772739807015
2029,FIX,1559.224613272004
2030,FIX,1581.0238910844841
2031,FIX,1609.8526813208787
2032,FIX,1660.1391007233453
2033,FIX,1688.2909992008672
2034,FIX,1711.9386310307502
2035,FIX,1726.2442187823103
2036,FIX,1753.571172076552
2037,FIX,1762.80741120341
2038,FIX,1743.413885099488
2039,FIX,1723.7133785076148
2040,FIX,1733.6695154934764
2041,FIX,1771.6473429340774
2042,FIX,1809.3184774418971
2043,FIX,1846.1584325474537
2044,FIX,1882.2071810673908
2045,FIX,1916.794886044191
2046,FIX,1838.1555551704682
2047,FIX,1887.025926305854
2048,FIX,1891.5025063719236
2049,FIX,1940.971434846376
2050,FIX,2054.2008984556114
2051,FIX,2130.5775835573804
2052,FIX,2185.6333414019896
2053,FIX,2224.560444738599
2054,FIX,2271.399126970033
2055,FIX,2140.9326254091284
2021,VAR,12.887903525477615
2022,VAR,-217.4019583028523
2023,VAR,33.893832184012574
2024,VAR,91.26297276448967
2025,VAR,-906.3106354132509
2026,VAR,-1135.471374995596
2027,VAR,-1094.214633576492
2028,VAR,-1006.7347736039059
2029,VAR,-1230.9387813163278
2030,VAR,-1594.5475863947938
2031,VAR,-2011.3943516089855
2032,VAR,-2360.4543565501417
2033,VAR,-2496.0993302009815
2034,VAR,-2594.9604302734037
2035,VAR,-2772.662145805304
2036,VAR,-2903.0634124866124
2037,VAR,-3072.7098988512776
2038,VAR,-3269.2787069626743
2039,VAR,-3684.3466621356515
2040,VAR,-4090.257562642022
2041,VAR,-4395.130930990004
2042,VAR,-4728.9982081204025
2043,VAR,-5138.988475623047
2044,VAR,-5423.517814017109
2045,VAR,-5716.656092761958
2046,VAR,-5120.353669826225
2047,VAR,-5406.653281300237
2048,VAR,-5734.940100148565
2049,VAR,-6327.126994349198
2050,VAR,-6920.511254906967
2051,VAR,-7374.899570567447
2052,VAR,-7659.534615899251
2053,VAR,-7948.1067115155165
2054,VAR,-8242.812589935109
2055,VAR,-7583.249519619002
