YEAR,CostType,VALUE
2030,CAP,6146.805215212557
2031,CAP,6313.135162587043
2032,CAP,3691.849785238614
2033,CAP,2208.3799715894625
2034,CAP,1946.1298979742455
2035,CAP,1601.2098618064322
2036,CAP,2122.4945946836756
2037,CAP,3926.9183396461867
2038,CAP,6039.916720363927
2039,CAP,6041.541791715963
2040,CAP,6762.52173468207
2041,CAP,5047.235948390917
2042,CAP,5005.155133276139
2043,CAP,5082.289775337304
2044,CAP,5157.347642503493
2045,CAP,6031.422318231434
2046,CAP,6354.02919492658
2047,CAP,4426.514020979643
2048,CAP,4259.806184947014
2049,CAP,5008.64116070825
2050,CAP,5181.038812881327
2051,CAP,5308.328664438161
2052,CAP,6582.7244632067695
2053,CAP,7908.941290962308
2054,CAP,8861.384448371495
2055,CAP,9732.245271049778
2026,CAP,4697.525266862964
2025,CAP,13880.988962841231
2027,CAP,2181.013937903241
2021,CAP,2710.729552357368
2023,CAP,4188.6212795364245
2022,CAP,5842.2995268712875
2024,CAP,4912.972124354252
2029,CAP,4918.128722852838
2028,CAP,1927.565811420491
2021,FIX,1266.5888293093167
2022,FIX,1304.240916975086
2023,FIX,1306.848366874798
2024,FIX,1362.4743218182875
2025,FIX,1612.6443324564282
2026,FIX,1647.3047945653414
2027,FIX,1624.6014282908056
2028,FIX,1595.548499912052
2029,FIX,1617.7510659400277
2030,FIX,1647.1834941550715
2031,FIX,1683.361295591881
2032,FIX,1735.8038657472894
2033,FIX,1763.6397618465267
2034,FIX,1789.2000788847645
2035,FIX,1810.018475606267
2036,FIX,1841.2140939244741
2037,FIX,1830.476321556369
2038,FIX,1838.2923752239153
2039,FIX,1843.5689818898757
2040,FIX,1839.4199791534743
2041,FIX,1892.7101559996493
2042,FIX,1946.2494374748276
2043,FIX,1999.6325294040207
2044,FIX,2050.674368454356
2045,FIX,2105.602630496376
2046,FIX,2039.5021428585444
2047,FIX,2097.846821563888
2048,FIX,2150.1114952334933
2049,FIX,2212.2446404895004
2050,FIX,2280.011819756248
2051,FIX,2359.798899972002
2052,FIX,2402.800613942481
2053,FIX,2444.5735799207037
2054,FIX,2487.3981479779786
2055,FIX,2359.841586290564
2021,VAR,12.88790352547841
2022,VAR,-186.99321488561333
2023,VAR,80.7268428038917
2024,VAR,137.68200658304582
2025,VAR,-817.8290508900906
2026,VAR,-1025.462662238105
2027,VAR,-977.5512468240379
2028,VAR,-882.6828690741131
2029,VAR,-1066.1998275075375
2030,VAR,-1437.5058534677803
2031,VAR,-1868.990562895951
2032,VAR,-2214.165284873707
2033,VAR,-2380.0112197827493
2034,VAR,-2459.403342571364
2035,VAR,-2611.1296055847743
2036,VAR,-2701.0044615607653
2037,VAR,-2803.464430343681
2038,VAR,-3001.6364868096784
2039,VAR,-3308.6835823218053
2040,VAR,-3748.9159475137694
2041,VAR,-4010.1898665287827
2042,VAR,-4287.196731736796
2043,VAR,-4661.650853710662
2044,VAR,-4917.45711028651
2045,VAR,-5158.956691782269
2046,VAR,-4590.046343238994
2047,VAR,-4891.54605965689
2048,VAR,-5196.122808142971
2049,VAR,-5800.144961349269
2050,VAR,-6413.583269399928
2051,VAR,-6895.997061420516
2052,VAR,-7315.743196633101
2053,VAR,-7725.353497589662
2054,VAR,-8136.787382635737
2055,VAR,-7524.551767925859
