YEAR,CostType,VALUE
2029,CAP,7034.152747540745
2030,CAP,7401.10847478971
2031,CAP,7803.058905359377
2032,CAP,4894.570383316859
2033,CAP,3483.623568028327
2034,CAP,3293.0548672678715
2035,CAP,2859.210348947101
2036,CAP,3596.631729087075
2037,CAP,6751.649786924318
2038,CAP,7408.070706570015
2039,CAP,8378.841038200682
2040,CAP,8611.04323807422
2041,CAP,8820.77374419449
2042,CAP,8987.761778430424
2043,CAP,9172.765389440809
2044,CAP,9273.607526824271
2045,CAP,9694.541438626702
2046,CAP,9875.141990708218
2047,CAP,7964.459331162202
2048,CAP,8643.812025654557
2049,CAP,9192.492268969745
2050,CAP,9611.586668894279
2051,CAP,9694.502653465817
2052,CAP,12544.16901191789
2053,CAP,13170.122318792652
2054,CAP,14577.424094126018
2055,CAP,15504.865551996994
2024,CAP,4913.1324487955535
2025,CAP,11037.574330572883
2021,CAP,2710.729552357367
2023,CAP,4188.633283536423
2022,CAP,5842.320526871289
2026,CAP,4674.63533234941
2028,CAP,3930.940623939218
2027,CAP,3862.0074322846435
2021,FIX,1266.5888293093167
2022,FIX,1304.2411269750862
2023,FIX,1306.848906874798
2024,FIX,1362.4790357593597
2025,FIX,1543.166887425945
2026,FIX,1586.1765973853462
2027,FIX,1613.2854125497738
2028,FIX,1637.174555625496
2029,FIX,1713.7565101815594
2030,FIX,1791.2175236977628
2031,FIX,1878.4766748577192
2032,FIX,1961.3972253494685
2033,FIX,2024.3200630690637
2034,FIX,2085.158584663544
2035,FIX,2140.763512420482
2036,FIX,2210.907084283119
2037,FIX,2280.2106487731617
2038,FIX,2356.8098248005663
2039,FIX,2391.315409652977
2040,FIX,2420.7214846470697
2041,FIX,2479.600321397209
2042,FIX,2539.750892129797
2043,FIX,2604.936527596424
2044,FIX,2669.192491391058
2045,FIX,2736.0031847141254
2046,FIX,2691.5836343977076
2047,FIX,2779.894824162141
2048,FIX,2869.460333804212
2049,FIX,2957.0429440461853
2050,FIX,3054.174484036797
2051,FIX,3161.421983605232
2052,FIX,3220.143894299218
2053,FIX,3278.965291618043
2054,FIX,3386.7092671914834
2055,FIX,3414.238329664316
2021,VAR,12.887903525477935
2022,VAR,-186.99321488561287
2023,VAR,80.7268428038917
2024,VAR,137.6594880279455
2025,VAR,-375.00671011496064
2026,VAR,-286.4143272691657
2027,VAR,-154.37343762313913
2028,VAR,-15.746658966473243
2029,VAR,-184.58585437896033
2030,VAR,-504.79759665941947
2031,VAR,-872.818116821366
2032,VAR,-1167.3955539970304
2033,VAR,-1247.70900214476
2034,VAR,-1284.366361910633
2035,VAR,-1363.8243866535042
2036,VAR,-1400.7048951500117
2037,VAR,-1452.689833502953
2038,VAR,-1525.241626334906
2039,VAR,-1730.6335354301084
2040,VAR,-1978.4116047705843
2041,VAR,-2131.107567945241
2042,VAR,-2306.5000535281597
2043,VAR,-2550.502590425255
2044,VAR,-2683.670497919902
2045,VAR,-2800.429828080973
2046,VAR,-2924.773637550453
2047,VAR,-3102.2095614352775
2048,VAR,-3352.9571842601267
2049,VAR,-3856.5705481349546
2050,VAR,-4384.774500108654
2051,VAR,-4806.982854473282
2052,VAR,-5115.9142702991385
2053,VAR,-5420.766902216775
2054,VAR,-5692.72823261721
2055,VAR,-5209.944519274552
