YEAR,CostType,VALUE
2029,CAP,5000.636657725384
2030,CAP,5434.809661112897
2031,CAP,5791.93288898933
2032,CAP,3807.21899957725
2033,CAP,2370.8374816131786
2034,CAP,2079.828260054463
2035,CAP,1564.9943935065921
2036,CAP,2225.993242239294
2037,CAP,4232.776968697947
2038,CAP,5546.265795013511
2039,CAP,6112.64597955481
2040,CAP,6347.215068075656
2041,CAP,5290.430196407003
2042,CAP,5246.192536301293
2043,CAP,5233.053777902918
2044,CAP,4933.48735058646
2045,CAP,5306.596116967186
2046,CAP,5298.602156074798
2047,CAP,4088.055185006074
2048,CAP,4227.220467955923
2049,CAP,4328.50356078094
2050,CAP,4771.339532808645
2051,CAP,4715.50824008905
2052,CAP,5347.083419183144
2053,CAP,5998.954510361076
2054,CAP,7264.277106083161
2055,CAP,9329.52014524842
2024,CAP,4914.364845145851
2025,CAP,13523.013150929799
2021,CAP,2710.729552357368
2023,CAP,4188.8658518782195
2022,CAP,6356.446239546812
2026,CAP,3045.440189391276
2027,CAP,2147.4133606354
2028,CAP,2091.0506000931614
2021,FIX,1266.5888293093167
2022,FIX,1277.6237854439084
2023,FIX,1286.9071194791522
2024,FIX,1342.5613562907201
2025,FIX,1577.5725235263385
2026,FIX,1569.055182952915
2027,FIX,1542.5796596565376
2028,FIX,1515.0281446733634
2029,FIX,1534.5040379163886
2030,FIX,1557.153726143125
2031,FIX,1588.2637381855463
2032,FIX,1640.8963155358715
2033,FIX,1671.8218067473895
2034,FIX,1698.212437043147
2035,FIX,1717.043121358248
2036,FIX,1748.1293530717467
2037,FIX,1754.701660678276
2038,FIX,1746.6181015775687
2039,FIX,1737.790854256818
2040,FIX,1732.866070589612
2041,FIX,1773.8958936898325
2042,FIX,1814.6472039251798
2043,FIX,1854.6272300481858
2044,FIX,1893.439884906975
2045,FIX,1931.2708796990332
2046,FIX,1856.186325720999
2047,FIX,1908.3775220276493
2048,FIX,1932.6932099561745
2049,FIX,1984.885296059678
2050,FIX,2046.7281672080705
2051,FIX,2121.6664166638666
2052,FIX,2163.0465419727498
2053,FIX,2205.1972519016135
2054,FIX,2251.6885538793485
2055,FIX,2160.072876113319
2021,VAR,12.887903525477483
2022,VAR,-210.60882153435267
2023,VAR,51.58480335232967
2024,VAR,113.68693120619743
2025,VAR,-766.1864524556187
2026,VAR,-720.4749786935572
2027,VAR,-627.5505001569059
2028,VAR,-523.2730689015209
2029,VAR,-751.3198529797237
2030,VAR,-1102.306212824715
2031,VAR,-1508.4228184445933
2032,VAR,-1846.9000912276401
2033,VAR,-1974.2341981184584
2034,VAR,-2062.9881722399555
2035,VAR,-2193.2387179624216
2036,VAR,-2287.087317756923
2037,VAR,-2331.409743903726
2038,VAR,-2579.1981735506915
2039,VAR,-2993.613603832973
2040,VAR,-3462.9298647525907
2041,VAR,-3750.21946002299
2042,VAR,-4065.666850209888
2043,VAR,-4457.640206229234
2044,VAR,-4724.222324719833
2045,VAR,-4999.2531989053205
2046,VAR,-5093.308461887175
2047,VAR,-5382.750632505075
2048,VAR,-5696.017149674057
2049,VAR,-6279.788257570444
2050,VAR,-6867.34479594551
2051,VAR,-7348.072555070009
2052,VAR,-7687.19003169218
2053,VAR,-8027.318736566138
2054,VAR,-8362.678112614185
2055,VAR,-7673.092295582253
