YEAR,CostType,VALUE
2030,CAP,7252.126460527643
2031,CAP,7944.593751022482
2032,CAP,4509.703022290781
2033,CAP,3269.2461271492566
2034,CAP,3211.7702823417935
2035,CAP,3726.829748267132
2036,CAP,4808.918169298672
2037,CAP,6506.757887090285
2038,CAP,9460.760996160301
2039,CAP,9851.790444989374
2040,CAP,10183.097180553546
2041,CAP,9319.9816139302
2042,CAP,9561.160688505894
2043,CAP,9822.956767611327
2044,CAP,10015.9622646083
2045,CAP,10527.166489936602
2046,CAP,10807.673234358983
2047,CAP,7880.263292158472
2048,CAP,8306.477455369215
2049,CAP,8995.989371306669
2050,CAP,13788.12166511942
2051,CAP,10574.96837817735
2052,CAP,11295.348378240451
2054,CAP,15776.207088297497
2055,CAP,17879.164435530205
2024,CAP,4973.724388581957
2025,CAP,11298.843716463489
2021,CAP,2900.4583933830095
2023,CAP,4352.285809701345
2022,CAP,5743.885781830331
2026,CAP,3942.4653833408743
2029,CAP,6152.913230799212
2028,CAP,3120.8764456372146
2053,CAP,14604.4222733381
2027,CAP,3069.537004423557
2021,FIX,1272.4272780272654
2022,FIX,1301.0627298004401
2023,FIX,1297.750799027642
2024,FIX,1350.5161464326745
2025,FIX,1526.505912163782
2026,FIX,1545.268687306675
2027,FIX,1546.9962235131272
2028,FIX,1550.316594505212
2029,FIX,1604.9310797810058
2030,FIX,1659.5111621626468
2031,FIX,1722.9941785212047
2032,FIX,1779.2706025329223
2033,FIX,1810.0528377087637
2034,FIX,1839.2256144626856
2035,FIX,1871.7228178913342
2036,FIX,1916.1343187136245
2037,FIX,1926.304815780658
2038,FIX,1943.9388651987317
2039,FIX,1959.8083737655502
2040,FIX,1975.38573259331
2041,FIX,2028.5481982575445
2042,FIX,2083.6425187219484
2043,FIX,2140.1732091778463
2044,FIX,2196.5127251627796
2045,FIX,2257.8631561295188
2046,FIX,2209.649012953689
2047,FIX,2300.830840664696
2048,FIX,2339.5485741893385
2049,FIX,2439.1299640667453
2050,FIX,2589.073463507181
2051,FIX,2707.001689548641
2052,FIX,2787.0741672693
2053,FIX,2891.0175327739466
2054,FIX,2988.9199736039764
2055,FIX,3001.331773580458
2021,VAR,12.887903525477483
2022,VAR,-194.33484384961582
2023,VAR,62.196237235323395
2024,VAR,121.56954444129907
2025,VAR,-407.28399753035916
2026,VAR,-350.30267535615843
2027,VAR,-239.75668824117258
2028,VAR,-127.90242164223869
2029,VAR,-316.63060259219816
2030,VAR,-692.4011086178078
2031,VAR,-1131.2172575407199
2032,VAR,-1472.9477757749848
2033,VAR,-1600.6232546517533
2034,VAR,-1700.9064923740002
2035,VAR,-1896.132352679155
2036,VAR,-2034.402714828114
2037,VAR,-2184.674843515019
2038,VAR,-2447.409581495868
2039,VAR,-2800.0402367261227
2040,VAR,-3188.280147637373
2041,VAR,-3482.7119838305175
2042,VAR,-3788.7465370347923
2043,VAR,-4170.254361353114
2044,VAR,-4441.022749933877
2045,VAR,-4667.463726449362
2046,VAR,-4891.639532864002
2047,VAR,-5127.444555337901
2048,VAR,-5375.769988645913
2049,VAR,-5876.90572088251
2050,VAR,-6423.630792727478
2051,VAR,-6841.651260496361
2052,VAR,-7083.12718015951
2053,VAR,-7323.528913219056
2054,VAR,-7559.606052392855
2055,VAR,-7119.230657878259
