YEAR,CostType,VALUE
2029,CAP,5560.89754532435
2030,CAP,5848.14777047755
2031,CAP,6190.00794796421
2032,CAP,4178.427970003663
2033,CAP,2714.2644021185397
2034,CAP,2279.3773546054085
2035,CAP,1827.3409682780962
2036,CAP,2587.7531683304796
2037,CAP,4645.540331716271
2038,CAP,5038.310690117663
2039,CAP,6240.522198076037
2040,CAP,6811.741322041358
2041,CAP,5479.833934098166
2042,CAP,5679.691734519443
2043,CAP,5596.838477201435
2044,CAP,5672.747772794799
2045,CAP,5958.873240647646
2046,CAP,6607.22180030898
2047,CAP,4582.387743592198
2048,CAP,4691.826550663948
2049,CAP,4927.984958709835
2050,CAP,6145.212641394531
2051,CAP,5233.975777516022
2052,CAP,6569.397750495256
2053,CAP,7116.1495524272
2054,CAP,9019.881458421794
2055,CAP,11286.149649967683
2024,CAP,4914.364845145846
2025,CAP,14323.335904889587
2021,CAP,2710.729552357368
2023,CAP,4188.889859878221
2022,CAP,6356.48825354681
2026,CAP,3481.3125134155403
2027,CAP,2603.144365444817
2028,CAP,2371.958012415018
2021,FIX,1266.5888293093167
2022,FIX,1277.6242054439085
2023,FIX,1286.9081994791522
2024,FIX,1342.56297629072
2025,FIX,1557.9681343978268
2026,FIX,1556.3520899495124
2027,FIX,1537.2933652687545
2028,FIX,1512.5847952327395
2029,FIX,1542.9405533445488
2030,FIX,1572.0839817613798
2031,FIX,1609.1863352909936
2032,FIX,1667.1055513224164
2033,FIX,1703.0245238267923
2034,FIX,1729.9278456225486
2035,FIX,1752.0392550532688
2036,FIX,1787.991878890998
2037,FIX,1805.614707558701
2038,FIX,1802.7949444472738
2039,FIX,1809.6021002034784
2040,FIX,1840.1688860013317
2041,FIX,1892.7598963702824
2042,FIX,1951.7061237466085
2043,FIX,2010.641940126019
2044,FIX,2067.4226637579372
2045,FIX,2126.2612100807
2046,FIX,2066.3497497940702
2047,FIX,2125.3386615030367
2048,FIX,2180.142933383937
2049,FIX,2246.723700895422
2050,FIX,2324.925593844931
2051,FIX,2403.300620122017
2052,FIX,2461.6378557452517
2053,FIX,2525.5005629061534
2054,FIX,2590.543297316241
2055,FIX,2521.1322041985113
2021,VAR,12.887903525478063
2022,VAR,-210.60882153435267
2023,VAR,51.584803352330354
2024,VAR,113.68693120619731
2025,VAR,-778.2069240120541
2026,VAR,-733.4354121618876
2027,VAR,-642.8588363368012
2028,VAR,-556.1907656726324
2029,VAR,-760.1165152308199
2030,VAR,-1121.7938322626705
2031,VAR,-1531.3704186036243
2032,VAR,-1871.817317000938
2033,VAR,-2002.6921568751457
2034,VAR,-2092.6411278793194
2035,VAR,-2218.2214398144183
2036,VAR,-2309.6263719997555
2037,VAR,-2306.9231603642825
2038,VAR,-2461.6224201669365
2039,VAR,-2813.18614212623
2040,VAR,-3088.078789321806
2041,VAR,-3335.3333028183597
2042,VAR,-3579.531574122076
2043,VAR,-3904.873543194501
2044,VAR,-4122.887161181283
2045,VAR,-4313.770628661845
2046,VAR,-4400.095187221574
2047,VAR,-4696.495598643179
2048,VAR,-5046.336742139166
2049,VAR,-5605.049607890666
2050,VAR,-6206.816458292712
2051,VAR,-6677.28847278725
2052,VAR,-7028.544243550123
2053,VAR,-7387.640115160981
2054,VAR,-7758.329944057843
2055,VAR,-7101.600474169331
