YEAR,CostType,VALUE
2029,CAP,4941.862489577992
2030,CAP,5443.138415220124
2031,CAP,5792.881987757853
2032,CAP,3808.2763210773965
2033,CAP,2210.238158823827
2034,CAP,2078.3348650615726
2035,CAP,1690.9923162533103
2036,CAP,2268.886079749689
2037,CAP,5824.175234255493
2038,CAP,4628.262277542443
2039,CAP,5519.61613905935
2040,CAP,6346.504217549578
2041,CAP,5290.48397514015
2042,CAP,5246.764984968448
2043,CAP,5235.06488188381
2044,CAP,4933.488672080066
2045,CAP,5306.598733319256
2046,CAP,5274.09999822837
2047,CAP,4088.486705384269
2048,CAP,4255.556685325486
2049,CAP,4331.14785582527
2050,CAP,4834.929166799839
2051,CAP,4712.163496702123
2052,CAP,6171.880817372794
2053,CAP,5496.335881705987
2054,CAP,6898.652534224551
2055,CAP,8722.732776471088
2024,CAP,5022.913489802141
2025,CAP,11231.512329097633
2021,CAP,2710.729552357368
2023,CAP,4188.865851878219
2022,CAP,6356.446239546811
2026,CAP,3053.9398597159734
2027,CAP,2120.204801221198
2028,CAP,2097.287063716665
2021,FIX,1266.5888293093167
2022,FIX,1277.6237854439084
2023,FIX,1286.9071194791522
2024,FIX,1338.7837177086974
2025,FIX,1516.9324586424204
2026,FIX,1508.4037045077523
2027,FIX,1481.4137939988686
2028,FIX,1454.2268162363644
2029,FIX,1472.9764977974626
2030,FIX,1495.898940939726
2031,FIX,1527.0233037093587
2032,FIX,1579.684496342646
2033,FIX,1608.1193759615894
2034,FIX,1634.5068819142903
2035,FIX,1655.3105287751055
2036,FIX,1686.0215946326696
2037,FIX,1708.1841201873276
2038,FIX,1690.6493630791892
2039,FIX,1680.6891696773764
2040,FIX,1675.723106766917
2041,FIX,1716.8233685286816
2042,FIX,1757.6529202156612
2043,FIX,1797.747337698806
2044,FIX,1836.6221148193847
2045,FIX,1874.5152269496261
2046,FIX,1798.939103165376
2047,FIX,1851.2110320252468
2048,FIX,1876.2539253214018
2049,FIX,1928.5609833037477
2050,FIX,1990.5669520208335
2051,FIX,2066.1751192315155
2052,FIX,2107.543347208015
2053,FIX,2149.693847948241
2054,FIX,2196.1849504670427
2055,FIX,2143.891324015134
2021,VAR,12.887903525478393
2022,VAR,-210.60882153435244
2023,VAR,51.58480335232989
2024,VAR,105.80567713038427
2025,VAR,-422.93562296777145
2026,VAR,-377.1482341043127
2027,VAR,-272.4128343493459
2028,VAR,-164.91199928506467
2029,VAR,-384.95120046406066
2030,VAR,-734.4462425433679
2031,VAR,-1137.1950703401878
2032,VAR,-1472.627398813667
2033,VAR,-1571.959707210198
2034,VAR,-1657.8670235239556
2035,VAR,-1806.6567884928818
2036,VAR,-1903.8052212472164
2037,VAR,-2056.0666786355914
2038,VAR,-2242.4423473433826
2039,VAR,-2583.734589535194
2040,VAR,-3032.3280559559794
2041,VAR,-3298.9424905346023
2042,VAR,-3593.024893286394
2043,VAR,-3962.2878585848325
2044,VAR,-4205.1872829303275
2045,VAR,-4455.289228308871
2046,VAR,-4702.470641957006
2047,VAR,-4954.404344712048
2048,VAR,-5249.4669368101395
2049,VAR,-5811.344944953278
2050,VAR,-6376.441134884839
2051,VAR,-6848.932065635246
2052,VAR,-7181.229687989595
2053,VAR,-7513.9684276016305
2054,VAR,-7841.615427561429
2055,VAR,-7509.880911361638
