YEAR,CostType,VALUE
2029,CAP,5555.366540483991
2030,CAP,6257.365652159603
2031,CAP,6547.47971275172
2032,CAP,3889.8831204306866
2033,CAP,2276.812080592326
2034,CAP,2171.3730987414683
2035,CAP,1660.3042752707197
2036,CAP,2342.0253955056764
2037,CAP,4625.865120346162
2038,CAP,6763.054945470308
2039,CAP,6772.205933019205
2040,CAP,7008.156434962651
2041,CAP,5405.057235448384
2042,CAP,5106.1812352948855
2043,CAP,5419.726328814946
2044,CAP,5732.0842983723105
2045,CAP,6640.1350580962635
2046,CAP,6417.927273368138
2047,CAP,4705.206515268472
2048,CAP,4670.705841071131
2049,CAP,5481.430014987135
2050,CAP,5673.775652650972
2051,CAP,5950.651128243166
2052,CAP,7527.10000622349
2053,CAP,9124.503423888536
2054,CAP,10164.59062701334
2055,CAP,11626.465833936289
2024,CAP,4913.44544311751
2025,CAP,10986.812475824907
2021,CAP,2710.729552357368
2023,CAP,4188.645287536424
2022,CAP,5950.423831325123
2026,CAP,3280.224577920036
2028,CAP,2202.3851416053385
2027,CAP,2274.5662692297237
2021,FIX,1266.5888293093167
2022,FIX,1298.646240871874
2023,FIX,1302.6566672740562
2024,FIX,1358.2933260450573
2025,FIX,1538.1947108013944
2026,FIX,1537.3144341494121
2027,FIX,1514.2546867713886
2028,FIX,1496.8897278693616
2029,FIX,1533.3130401668348
2030,FIX,1579.7256215792438
2031,FIX,1626.8766770347074
2032,FIX,1683.1880006061388
2033,FIX,1712.819976956017
2034,FIX,1743.1675449051565
2035,FIX,1765.909628756185
2036,FIX,1801.495094484689
2037,FIX,1804.0688173196183
2038,FIX,1821.3751264206835
2039,FIX,1836.4949801349496
2040,FIX,1847.9985691048294
2041,FIX,1910.1098646459193
2042,FIX,1975.4058245407653
2043,FIX,2035.672825438711
2044,FIX,2096.610381347805
2045,FIX,2156.3033996763925
2046,FIX,2109.0290958925216
2047,FIX,2183.7507444270786
2048,FIX,2262.043693731458
2049,FIX,2344.460385073004
2050,FIX,2434.5472842822874
2051,FIX,2534.0591672794117
2052,FIX,2615.803885531127
2053,FIX,2697.2772786405094
2054,FIX,2780.6118232503422
2055,FIX,2769.8863798623706
2021,VAR,12.88790352547771
2022,VAR,-191.95830886326343
2023,VAR,74.60094611880372
2024,VAR,132.61950736540007
2025,VAR,-370.5991220773735
2026,VAR,-300.04460582676836
2027,VAR,-207.19862947023202
2028,VAR,-83.77798998158498
2029,VAR,-265.76398113856567
2030,VAR,-602.3317769173159
2031,VAR,-1006.4451984039848
2032,VAR,-1331.3290585329978
2033,VAR,-1462.4343818001207
2034,VAR,-1521.7019694916285
2035,VAR,-1626.9219554770202
2036,VAR,-1698.4039718155184
2037,VAR,-1781.1982626219165
2038,VAR,-1965.9066958774567
2039,VAR,-2241.669439592712
2040,VAR,-2566.400361918837
2041,VAR,-2723.0019937584116
2042,VAR,-2886.839474840844
2043,VAR,-3162.5897796874046
2044,VAR,-3317.7999840336834
2045,VAR,-3480.9217513627796
2046,VAR,-3652.87579699626
2047,VAR,-3857.642780164336
2048,VAR,-4080.4092578348823
2049,VAR,-4592.367585090674
2050,VAR,-5108.075966391745
2051,VAR,-5530.158071383099
2052,VAR,-5802.367651133929
2053,VAR,-6059.818395675657
2054,VAR,-6323.8360196030735
2055,VAR,-5941.450817808201
