YEAR,CostType,VALUE
2029,CAP,5680.7401954397965
2030,CAP,6769.421372498551
2031,CAP,7001.676260292363
2032,CAP,4070.9647300402376
2033,CAP,2479.821295332508
2034,CAP,2355.810926749274
2035,CAP,1822.3309886965126
2036,CAP,2517.3013706848133
2037,CAP,5186.204485314423
2038,CAP,6994.904585123953
2039,CAP,6970.872422554439
2040,CAP,7204.125289530014
2041,CAP,6031.796415962845
2042,CAP,5577.688730338287
2043,CAP,5953.778512386552
2044,CAP,6167.834546371679
2045,CAP,7090.148581079849
2046,CAP,6791.195509350609
2047,CAP,4985.809502522378
2048,CAP,5068.014714482797
2049,CAP,5774.977619534628
2050,CAP,5970.310778364928
2051,CAP,6332.452920439615
2052,CAP,8085.931414371919
2053,CAP,9507.68735049071
2054,CAP,10387.210749984564
2055,CAP,11358.682615920303
2024,CAP,4914.071303992114
2025,CAP,8533.671466555401
2021,CAP,2710.729552357368
2023,CAP,4188.645287536424
2022,CAP,6166.544291302069
2026,CAP,3788.264664246808
2027,CAP,2618.3043313111716
2028,CAP,2681.1618602089325
2021,FIX,1266.5888293093167
2022,FIX,1287.458332673741
2023,FIX,1294.2728196326943
2024,FIX,1349.9219956211875
2025,FIX,1469.493743603174
2026,FIX,1479.7290836523882
2027,FIX,1464.2982189125905
2028,FIX,1452.338419968547
2029,FIX,1492.5669943873127
2030,FIX,1540.383790263682
2031,FIX,1587.1151787347478
2032,FIX,1646.3504945526895
2033,FIX,1679.3980042242756
2034,FIX,1712.9604822352965
2035,FIX,1738.4601234889756
2036,FIX,1777.0145662915659
2037,FIX,1794.9203998199632
2038,FIX,1815.7656797716663
2039,FIX,1834.0139363187357
2040,FIX,1847.7250896917956
2041,FIX,1910.1160987008604
2042,FIX,1976.6330413274643
2043,FIX,2041.030240870653
2044,FIX,2103.1797732796945
2045,FIX,2169.7705189742305
2046,FIX,2129.566245707407
2047,FIX,2206.626367985698
2048,FIX,2290.2662144354745
2049,FIX,2374.0734902041086
2050,FIX,2466.4082269813484
2051,FIX,2568.7188839839337
2052,FIX,2650.816456580772
2053,FIX,2735.0948891284615
2054,FIX,2821.2051616038507
2055,FIX,2854.9812694822367
2021,VAR,12.88790352547852
2022,VAR,-201.8844148035212
2023,VAR,62.35165343826154
2024,VAR,122.5428390372871
2025,VAR,-16.86928060788256
2026,VAR,60.22269401604348
2027,VAR,167.13611452300952
2028,VAR,298.37098668958083
2029,VAR,152.30877288850238
2030,VAR,-182.62926726738567
2031,VAR,-585.8098689828247
2032,VAR,-895.5010174410552
2033,VAR,-1015.1449042889226
2034,VAR,-1057.8988412797657
2035,VAR,-1150.4020598622667
2036,VAR,-1206.0099885826523
2037,VAR,-1256.2739277969229
2038,VAR,-1428.9679959574512
2039,VAR,-1682.4044898181303
2040,VAR,-1971.6617522223696
2041,VAR,-2105.774035902278
2042,VAR,-2240.1991252930966
2043,VAR,-2483.6092639152293
2044,VAR,-2605.8541620223323
2045,VAR,-2709.632924732267
2046,VAR,-2994.1626243982714
2047,VAR,-3162.853203439466
2048,VAR,-3366.530260789305
2049,VAR,-3845.923576699091
2050,VAR,-4325.7501711111845
2051,VAR,-4734.892610206664
2052,VAR,-4970.873147294497
2053,VAR,-5208.582376499071
2054,VAR,-5451.155692449508
2055,VAR,-5457.897848097184
