YEAR,CostType,VALUE
2030,CAP,7974.75582617125
2031,CAP,8827.613674359098
2032,CAP,5131.828607352735
2033,CAP,3665.004432540337
2034,CAP,3578.847798549954
2035,CAP,3738.8422445700453
2036,CAP,4969.7110972411065
2037,CAP,6695.727877653043
2038,CAP,8759.800420890637
2039,CAP,9020.439935156253
2040,CAP,9201.179984887905
2041,CAP,8855.946322951617
2042,CAP,8925.294932282928
2043,CAP,9005.982746147121
2044,CAP,9001.302853449683
2045,CAP,9305.404338499671
2046,CAP,9354.013164042351
2047,CAP,7161.2644655129625
2048,CAP,7337.3096199324245
2049,CAP,7818.45412236302
2050,CAP,11554.888881240688
2051,CAP,8700.37287743797
2053,CAP,11123.550609679069
2054,CAP,12096.946677907483
2055,CAP,13756.039658855796
2024,CAP,5076.135554229082
2025,CAP,11288.819871715092
2021,CAP,2900.4583933830095
2023,CAP,4297.555142500586
2022,CAP,5740.862164537648
2026,CAP,4370.201369248658
2029,CAP,6547.366997416347
2028,CAP,3535.070281370224
2052,CAP,9440.559385939225
2027,CAP,3492.3868917709783
2021,FIX,1272.4272780272654
2022,FIX,1301.0325037028792
2023,FIX,1299.9755522360015
2024,FIX,1349.2506609653592
2025,FIX,1525.042457634501
2026,FIX,1552.9074554297338
2027,FIX,1563.6114247466335
2028,FIX,1575.7771623136623
2029,FIX,1638.9141935843445
2030,FIX,1681.1512744039005
2031,FIX,1729.2086742471854
2032,FIX,1787.5650010798151
2033,FIX,1820.2399067789343
2034,FIX,1850.9153012078257
2035,FIX,1881.040918918304
2036,FIX,1924.2771846590397
2037,FIX,1925.3368191922132
2038,FIX,1933.0771289702166
2039,FIX,1940.5842217065303
2040,FIX,1940.8456498896383
2041,FIX,1975.0879865968661
2042,FIX,2008.7702508391517
2043,FIX,2041.232890866337
2044,FIX,2070.573424844371
2045,FIX,2127.706044169102
2046,FIX,2076.1341671170667
2047,FIX,2148.889420212014
2048,FIX,2161.7825777580897
2049,FIX,2235.511198799817
2050,FIX,2353.314870854165
2051,FIX,2456.6728366588127
2052,FIX,2534.2864775344947
2053,FIX,2621.137522135215
2054,FIX,2700.843642303662
2055,FIX,2688.594136869024
2021,VAR,12.887903525477938
2022,VAR,-194.33484384961582
2023,VAR,62.361634866812665
2024,VAR,114.5117457074299
2025,VAR,-413.3834075492406
2026,VAR,-345.95257859497804
2027,VAR,-224.3708147120669
2028,VAR,-101.06602898776384
2029,VAR,-277.3861113519487
2030,VAR,-657.3845769438536
2031,VAR,-1112.555507560601
2032,VAR,-1458.577471890046
2033,VAR,-1576.9197074698793
2034,VAR,-1669.6750068405256
2035,VAR,-1852.0110821993073
2036,VAR,-1979.4733576038914
2037,VAR,-2137.056392961706
2038,VAR,-2389.3374484613228
2039,VAR,-2722.811720175482
2040,VAR,-3098.8723865792285
2041,VAR,-3388.543598588385
2042,VAR,-3688.6665566081315
2043,VAR,-4062.7014671267143
2044,VAR,-4323.257879162028
2045,VAR,-4524.092464122691
2046,VAR,-4709.380414475905
2047,VAR,-4917.057796692468
2048,VAR,-5140.946634626109
2049,VAR,-5618.987349781219
2050,VAR,-6133.994950772067
2051,VAR,-6524.411533278881
2052,VAR,-6736.715931105545
2053,VAR,-6946.811200203847
2054,VAR,-7151.773987155686
2055,VAR,-6668.191511621765
