YEAR,CostType,VALUE
2030,CAP,6830.69142816893
2031,CAP,6887.12569865484
2032,CAP,4047.054268634792
2033,CAP,2519.5591007379703
2034,CAP,2310.8123800703042
2035,CAP,1938.350293864387
2036,CAP,2456.9712612186054
2037,CAP,4888.163700164941
2038,CAP,6453.812325424692
2039,CAP,6395.352480140408
2040,CAP,7129.60106219749
2041,CAP,6128.245838888799
2042,CAP,5727.187474380435
2043,CAP,5972.600723311907
2044,CAP,6086.273159863575
2045,CAP,6778.106864427058
2046,CAP,7049.951837331256
2047,CAP,4967.799826809617
2048,CAP,4837.543796198674
2049,CAP,5553.688752214991
2050,CAP,5637.068029747438
2051,CAP,5852.730488784903
2052,CAP,7519.000913097871
2053,CAP,8515.398434366673
2054,CAP,9397.62962192331
2055,CAP,10324.299081571136
2026,CAP,5490.61765300556
2025,CAP,13952.616147776193
2027,CAP,2767.4744382092035
2021,CAP,2710.729552357368
2023,CAP,4297.555142500589
2022,CAP,5842.299526871286
2024,CAP,5011.223254881826
2029,CAP,5633.999658797781
2028,CAP,2639.2894936203666
2021,FIX,1266.5888293093167
2022,FIX,1304.240916975086
2023,FIX,1303.3628020935741
2024,FIX,1355.6246905523442
2025,FIX,1601.1756046824307
2026,FIX,1653.9749412736935
2027,FIX,1642.6226269281137
2028,FIX,1629.1390407481085
2029,FIX,1667.7592651430632
2030,FIX,1706.6952909474148
2031,FIX,1751.102454057791
2032,FIX,1808.8336392741253
2033,FIX,1841.3486627521304
2034,FIX,1873.0848662038775
2035,FIX,1899.3119544161602
2036,FIX,1935.795783793618
2037,FIX,1936.6515228118571
2038,FIX,1954.8067532750463
2039,FIX,1969.2788405260262
2040,FIX,1973.3247006986455
2041,FIX,2024.4672585961303
2042,FIX,2079.8122176598445
2043,FIX,2131.3482578128196
2044,FIX,2178.8577780986984
2045,FIX,2236.580422415001
2046,FIX,2172.1212605513006
2047,FIX,2231.8000433817297
2048,FIX,2286.4988899027385
2049,FIX,2346.6371253477537
2050,FIX,2414.473324197723
2051,FIX,2496.692371310042
2052,FIX,2540.116036557679
2053,FIX,2584.1762464859844
2054,FIX,2629.3147206477324
2055,FIX,2505.0833095868306
2021,VAR,12.887903525477256
2022,VAR,-186.9932148856124
2023,VAR,71.41288260715096
2024,VAR,123.20778373210764
2025,VAR,-835.1267793479695
2026,VAR,-1020.0461455558534
2027,VAR,-958.2595150324672
2028,VAR,-841.6842350335925
2029,VAR,-997.2779234484487
2030,VAR,-1350.649819116802
2031,VAR,-1762.5157297656635
2032,VAR,-2083.940267353727
2033,VAR,-2223.485925204314
2034,VAR,-2274.098177133926
2035,VAR,-2396.8326606936225
2036,VAR,-2458.0715870067293
2037,VAR,-2554.7083079422628
2038,VAR,-2717.492710358863
2039,VAR,-2987.9018251011025
2040,VAR,-3391.77702189405
2041,VAR,-3650.783557331002
2042,VAR,-3909.2488733029986
2043,VAR,-4279.592195726365
2044,VAR,-4529.625933830062
2045,VAR,-4736.618563823954
2046,VAR,-4147.165453845188
2047,VAR,-4418.292267181063
2048,VAR,-4702.7481196699055
2049,VAR,-5279.486646909029
2050,VAR,-5855.321310902953
2051,VAR,-6305.183991952207
2052,VAR,-6668.182225335954
2053,VAR,-7030.9631141268255
2054,VAR,-7392.904599531124
2055,VAR,-6720.90515990689
