YEAR,CostType,VALUE
2029,CAP,5009.73699081196
2030,CAP,5427.522675411965
2031,CAP,5784.439617945999
2032,CAP,3795.8075381554067
2033,CAP,2374.2064797735466
2034,CAP,1945.4590288844138
2035,CAP,1835.3920399259366
2036,CAP,2136.676098256679
2037,CAP,5597.86529190052
2038,CAP,4922.544820566489
2039,CAP,5682.102371471104
2040,CAP,7404.60453660372
2041,CAP,5171.073296423103
2042,CAP,5456.0364605062105
2043,CAP,5243.631904688545
2044,CAP,5390.0102297514895
2045,CAP,5635.512611995428
2046,CAP,5626.033968547527
2047,CAP,3991.6622960294653
2048,CAP,4201.482249006911
2049,CAP,5268.757623369814
2050,CAP,10255.149796751071
2051,CAP,4741.3707865113975
2053,CAP,5363.097523944785
2054,CAP,6918.597444510808
2055,CAP,8865.261890116435
2026,CAP,4866.010853570752
2025,CAP,14711.953872927596
2027,CAP,2413.423070676434
2021,CAP,2710.729552357368
2023,CAP,4188.8778558782205
2022,CAP,6356.467253546811
2024,CAP,4914.204520704549
2028,CAP,1978.4386478035544
2052,CAP,5829.368329708614
2021,FIX,1266.5888293093167
2022,FIX,1277.6239954439086
2023,FIX,1286.9076594791522
2024,FIX,1342.5582623496477
2025,FIX,1572.2666792753532
2026,FIX,1607.5268237878947
2027,FIX,1586.5716953045282
2028,FIX,1554.5469768441549
2029,FIX,1575.001272718952
2030,FIX,1596.477973138222
2031,FIX,1626.3325083827676
2032,FIX,1677.9742356311797
2033,FIX,1707.9951232112812
2034,FIX,1729.5876231314019
2035,FIX,1746.176908082972
2036,FIX,1769.0963490393847
2037,FIX,1777.9436463545303
2038,FIX,1756.2227944343017
2039,FIX,1727.9918332529808
2040,FIX,1733.9012056016704
2041,FIX,1772.422904200449
2042,FIX,1814.9211787149602
2043,FIX,1858.321555923548
2044,FIX,1898.3483498089386
2045,FIX,1939.3147407688127
2046,FIX,1867.739362837151
2047,FIX,1919.1591607741216
2048,FIX,1935.4453105955793
2049,FIX,2002.469773755536
2050,FIX,2119.5448459231725
2051,FIX,2196.9985738704586
2052,FIX,2237.718721114157
2053,FIX,2276.7645286141183
2054,FIX,2325.086908161274
2055,FIX,2195.91985346865
2021,VAR,12.887903525478166
2022,VAR,-210.60882153435222
2023,VAR,51.584803352330354
2024,VAR,113.70944976129728
2025,VAR,-866.8331005812321
2026,VAR,-1105.690947991972
2027,VAR,-1074.5454917917887
2028,VAR,-1014.8048109069483
2029,VAR,-1226.8667835283861
2030,VAR,-1610.7738114015065
2031,VAR,-2044.0320000728857
2032,VAR,-2408.328273099667
2033,VAR,-2567.436625829671
2034,VAR,-2680.576010585937
2035,VAR,-2851.617257858593
2036,VAR,-2966.4387185231926
2037,VAR,-3100.332427692545
2038,VAR,-3308.1894207026057
2039,VAR,-3664.305761067393
2040,VAR,-4105.139714295539
2041,VAR,-4430.626465034645
2042,VAR,-4763.420294579084
2043,VAR,-5168.7284790628155
2044,VAR,-5462.394289554747
2045,VAR,-5753.5193161224115
2046,VAR,-5163.812599833809
2047,VAR,-5481.5563768800175
2048,VAR,-5865.351827452315
2049,VAR,-6496.948512821001
2050,VAR,-7125.512004767092
2051,VAR,-7609.329306758166
2052,VAR,-7927.5632171213365
2053,VAR,-8253.298986304097
2054,VAR,-8590.59532326364
2055,VAR,-7982.425192495946
