YEAR,CostType,VALUE
2030,CAP,5284.5716788157315
2031,CAP,5671.213338232988
2032,CAP,3661.126803150438
2033,CAP,2341.247697393194
2034,CAP,1948.3908918428895
2035,CAP,1597.4204960658074
2036,CAP,2115.8538115199663
2037,CAP,3806.887548891322
2038,CAP,4614.99217729123
2039,CAP,6349.728166442521
2040,CAP,6689.926749414775
2041,CAP,4571.435094743056
2042,CAP,4641.775350891632
2043,CAP,4752.8377100153375
2044,CAP,4629.927592154322
2045,CAP,5089.499912767281
2046,CAP,5235.310166264497
2047,CAP,4157.554902997894
2048,CAP,4239.333274534978
2049,CAP,4604.713436179233
2050,CAP,5081.482806772908
2051,CAP,5196.490957985931
2052,CAP,6199.094215966155
2053,CAP,6655.166208696299
2054,CAP,9040.40439817552
2055,CAP,10061.020876464663
2026,CAP,4597.840800677079
2025,CAP,13843.483159878959
2027,CAP,2153.6142404020216
2021,CAP,2710.729552357367
2023,CAP,4188.901863878218
2022,CAP,6356.509267546813
2024,CAP,4914.204520704549
2029,CAP,4596.723689157993
2028,CAP,1840.572577341002
2021,FIX,1266.5888293093167
2022,FIX,1277.6244154439084
2023,FIX,1286.9087394791522
2024,FIX,1342.5598823496475
2025,FIX,1592.13859816747
2026,FIX,1628.3815698896867
2027,FIX,1608.6121784891404
2028,FIX,1581.5177846857387
2029,FIX,1599.6241379199444
2030,FIX,1620.2422595242742
2031,FIX,1649.9236860503818
2032,FIX,1701.4819488257103
2033,FIX,1732.9233242303603
2034,FIX,1758.2016766040983
2035,FIX,1778.4755814234545
2036,FIX,1808.8362573757518
2037,FIX,1815.7975007993393
2038,FIX,1807.7784894280103
2039,FIX,1812.6506179367443
2040,FIX,1818.9123674756759
2041,FIX,1873.536529202956
2042,FIX,1929.2961277236243
2043,FIX,1985.7430301343777
2044,FIX,2041.0131934691747
2045,FIX,2102.5883656914993
2046,FIX,2053.557653111547
2047,FIX,2120.992289775633
2048,FIX,2189.9988387742874
2049,FIX,2259.2786853875623
2050,FIX,2341.0532020252704
2051,FIX,2430.4203734470766
2052,FIX,2501.8016747555967
2053,FIX,2572.327340331024
2054,FIX,2644.2692193591274
2055,FIX,2537.9284240339357
2021,VAR,12.887903525477824
2022,VAR,-210.60882153435222
2023,VAR,51.58480335233127
2024,VAR,113.70944976129694
2025,VAR,-836.5970477667386
2026,VAR,-1061.9146547937746
2027,VAR,-1019.8604534061018
2028,VAR,-924.3094942617087
2029,VAR,-1135.866522789676
2030,VAR,-1499.7197964344398
2031,VAR,-1918.5080219244267
2032,VAR,-2270.439781325139
2033,VAR,-2427.8735798869725
2034,VAR,-2529.7575386571684
2035,VAR,-2698.1114925597135
2036,VAR,-2805.559086675227
2037,VAR,-2815.232792259852
2038,VAR,-2971.8914432212428
2039,VAR,-3338.4185098135476
2040,VAR,-3786.70959880393
2041,VAR,-4010.829243439982
2042,VAR,-4263.347361294543
2043,VAR,-4593.477822824102
2044,VAR,-4811.242667782747
2045,VAR,-5022.865739545114
2046,VAR,-4332.457678442714
2047,VAR,-4609.263987491837
2048,VAR,-4905.395505022165
2049,VAR,-5508.701051006388
2050,VAR,-6099.152929547204
2051,VAR,-6564.6156566757445
2052,VAR,-6886.63157217624
2053,VAR,-7202.955072235525
2054,VAR,-7526.99447506826
2055,VAR,-6905.081781395474
