YEAR,CostType,VALUE
2030,CAP,5875.574127149946
2031,CAP,6660.665265584615
2032,CAP,4227.754341951626
2033,CAP,2891.2142605260274
2034,CAP,2503.1745196385464
2035,CAP,2144.676559673661
2036,CAP,2657.1791031992143
2037,CAP,4843.115700802411
2038,CAP,6817.102275956781
2039,CAP,6869.092355490977
2040,CAP,7194.807736973441
2041,CAP,5488.881379157125
2042,CAP,5544.313840047736
2043,CAP,5644.009598787224
2044,CAP,5493.81500312731
2045,CAP,5932.852887440994
2046,CAP,6404.327924828957
2047,CAP,4970.316099392364
2048,CAP,5079.719957280548
2049,CAP,5355.338128800587
2050,CAP,5869.067582176542
2051,CAP,6065.160401997952
2052,CAP,7486.728139403658
2053,CAP,8962.731275811104
2054,CAP,9883.458898959578
2055,CAP,10914.568960606342
2026,CAP,5157.282529831166
2025,CAP,13843.483159878957
2027,CAP,2722.1563936008006
2021,CAP,2710.729552357367
2023,CAP,4188.64528753642
2022,CAP,6258.68648992559
2024,CAP,4914.177813135313
2029,CAP,5117.813203100191
2028,CAP,2398.3210101402638
2021,FIX,1266.5888293093167
2022,FIX,1282.6884073298656
2023,FIX,1290.698395653206
2024,FIX,1346.3490043723166
2025,FIX,1595.9277201901389
2026,FIX,1644.7661044587062
2027,FIX,1637.6687293900684
2028,FIX,1623.0033691718818
2029,FIX,1652.830039812373
2030,FIX,1683.8243655498309
2031,FIX,1727.475919442023
2032,FIX,1787.7887527473545
2033,FIX,1828.446731259367
2034,FIX,1862.9420030856068
2035,FIX,1892.2170481544986
2036,FIX,1931.3515630547486
2037,FIX,1948.2597703921026
2038,FIX,1966.032472363888
2039,FIX,1978.6277062107235
2040,FIX,1990.7798392704065
2041,FIX,2051.104782860207
2042,FIX,2112.3699812581817
2043,FIX,2174.134017788885
2044,FIX,2234.1912296996297
2045,FIX,2302.1469621158526
2046,FIX,2259.452425405035
2047,FIX,2332.9368284168504
2048,FIX,2408.723731763542
2049,FIX,2479.797904022981
2050,FIX,2567.2628939138544
2051,FIX,2663.6160997735947
2052,FIX,2741.5156351170904
2053,FIX,2818.7664271132803
2054,FIX,2897.3729396001495
2055,FIX,2797.838761909628
2021,VAR,12.887903525477487
2022,VAR,-206.11617390857288
2023,VAR,57.129210550211674
2024,VAR,118.26981409539665
2025,VAR,-831.9268114794095
2026,VAR,-1016.6164896930184
2027,VAR,-939.464895333322
2028,VAR,-805.0768386211332
2029,VAR,-976.6173931335333
2030,VAR,-1301.7702412431142
2031,VAR,-1695.8622934948685
2032,VAR,-2010.185212792669
2033,VAR,-2124.7155601619224
2034,VAR,-2188.7202398979475
2035,VAR,-2316.624466706485
2036,VAR,-2384.6779770532457
2037,VAR,-2395.491076164206
2038,VAR,-2608.7579680439135
2039,VAR,-2937.430779856901
2040,VAR,-3349.8919996946006
2041,VAR,-3541.703146464901
2042,VAR,-3760.420711418662
2043,VAR,-4053.204707232582
2044,VAR,-4226.454080446688
2045,VAR,-4390.492018511845
2046,VAR,-3649.067088399132
2047,VAR,-3869.102473076256
2048,VAR,-4116.08404160321
2049,VAR,-4668.851316998295
2050,VAR,-5199.285039278789
2051,VAR,-5606.6625948409255
2052,VAR,-5859.252455812035
2053,VAR,-6101.089793546796
2054,VAR,-6350.798995108874
2055,VAR,-5650.527453320309
