YEAR,CostType,VALUE
2029,CAP,4920.203353360817
2030,CAP,6165.0900310091
2031,CAP,6320.501747378884
2032,CAP,3684.478279154023
2033,CAP,2199.077685888237
2034,CAP,1946.0410878346063
2035,CAP,1542.5449713132432
2036,CAP,2126.0671873083966
2037,CAP,3917.982141766852
2038,CAP,6039.132007766638
2039,CAP,6041.541791808605
2040,CAP,6764.151791488551
2041,CAP,5046.754242440216
2042,CAP,5005.6339633596035
2043,CAP,5082.894308371241
2044,CAP,5156.498989257968
2045,CAP,6014.4773342851695
2046,CAP,5902.270194093569
2047,CAP,4426.084973057539
2048,CAP,4268.092393268109
2049,CAP,5005.465693034751
2050,CAP,5183.554320275664
2051,CAP,5305.934254779883
2052,CAP,6646.406585426316
2053,CAP,7908.86631089866
2054,CAP,8850.159436299338
2055,CAP,10969.750491022369
2024,CAP,4913.132448795552
2025,CAP,13376.38418470936
2021,CAP,2710.729552357368
2023,CAP,4188.6212795364245
2022,CAP,5842.2995268712875
2026,CAP,2878.180713276718
2028,CAP,1928.045697002038
2027,CAP,1989.5108339840865
2021,FIX,1266.5888293093167
2022,FIX,1304.240916975086
2023,FIX,1306.848366874798
2024,FIX,1362.47822575936
2025,FIX,1600.6871098591644
2026,FIX,1590.4563553808755
2027,FIX,1562.4271672841865
2028,FIX,1533.5041077869193
2029,FIX,1555.7475837608645
2030,FIX,1585.7208346800667
2031,FIX,1622.1226765195256
2032,FIX,1674.506411514299
2033,FIX,1702.2773416709458
2034,FIX,1727.920298906896
2035,FIX,1747.911993214351
2036,FIX,1779.2758757745587
2037,FIX,1768.7639502528891
2038,FIX,1776.7957456694803
2039,FIX,1782.171568511324
2040,FIX,1778.0294701677653
2041,FIX,1831.4503985165563
2042,FIX,1885.1032254135155
2043,FIX,1938.6368142755066
2044,FIX,1989.7794557219077
2045,FIX,2044.4243389072494
2046,FIX,1987.2996276743045
2047,FIX,2045.9417198387332
2048,FIX,2103.725508687274
2049,FIX,2166.097340325005
2050,FIX,2234.174821424782
2051,FIX,2313.9135203671576
2052,FIX,2357.145377295768
2053,FIX,2398.899011646713
2054,FIX,2441.732501589395
2055,FIX,2358.505696523411
2021,VAR,12.887903525478393
2022,VAR,-186.9932148856131
2023,VAR,80.72684280389147
2024,VAR,137.65948802794642
2025,VAR,-733.2914296641674
2026,VAR,-672.8133279334734
2027,VAR,-589.2558955713079
2028,VAR,-489.0289958316074
2029,VAR,-668.3516110903968
2030,VAR,-1037.660242221493
2031,VAR,-1466.9708264319138
2032,VAR,-1809.2023678905193
2033,VAR,-1972.0005935187003
2034,VAR,-2049.1077571681544
2035,VAR,-2189.898705077736
2036,VAR,-2278.3017330837984
2037,VAR,-2379.891463179365
2038,VAR,-2579.378704427725
2039,VAR,-2888.640143999816
2040,VAR,-3311.9516530071764
2041,VAR,-3552.9510165510096
2042,VAR,-3809.644702861239
2043,VAR,-4163.446287953165
2044,VAR,-4398.502291667991
2045,VAR,-4616.839473346781
2046,VAR,-4688.491462576496
2047,VAR,-4990.747134307161
2048,VAR,-5281.2106013390785
2049,VAR,-5869.553081953036
2050,VAR,-6466.994785269467
2051,VAR,-6952.005198970543
2052,VAR,-7369.870365404928
2053,VAR,-7774.540507352489
2054,VAR,-8179.174263199819
2055,VAR,-7503.937682516539
