YEAR,CostType,VALUE
2029,CAP,5076.790625650384
2030,CAP,5442.387899949426
2031,CAP,5782.780707000579
2032,CAP,3796.2640923356753
2033,CAP,2187.5405301026326
2034,CAP,1944.5977374012148
2035,CAP,1652.5305993476122
2036,CAP,2220.151943162685
2037,CAP,3750.1907971880282
2038,CAP,4667.47079326049
2039,CAP,5504.689279705033
2040,CAP,6646.766621366583
2041,CAP,4695.0130261303
2042,CAP,4883.430305162322
2043,CAP,4804.313655989277
2044,CAP,4886.327494176019
2045,CAP,5162.406218546698
2046,CAP,5171.245782717862
2047,CAP,3943.2028081184835
2048,CAP,3891.071876184509
2049,CAP,4390.188955115437
2050,CAP,4932.324332112044
2051,CAP,4868.02181252426
2052,CAP,5748.675708900742
2053,CAP,6364.693332343338
2054,CAP,7645.302415718411
2055,CAP,9691.22560194803
2024,CAP,4914.364845145849
2025,CAP,11364.604402010675
2021,CAP,2710.729552357368
2023,CAP,4188.8778558782205
2022,CAP,6356.467253546811
2026,CAP,3041.568264595811
2027,CAP,2107.132447281224
2028,CAP,1945.946966162263
2021,FIX,1266.5888293093167
2022,FIX,1277.6239954439086
2023,FIX,1286.9076594791522
2024,FIX,1342.56216629072
2025,FIX,1519.0038749508765
2026,FIX,1509.8288036523693
2027,FIX,1481.9282263786477
2028,FIX,1449.86260127668
2029,FIX,1471.944953800557
2030,FIX,1494.209845609395
2031,FIX,1524.3828275965204
2032,FIX,1576.3897002613287
2033,FIX,1603.8703143708726
2034,FIX,1625.8239081426375
2035,FIX,1644.8235008475426
2036,FIX,1674.998802401411
2037,FIX,1682.5711636806886
2038,FIX,1674.378543903958
2039,FIX,1663.2433128682962
2040,FIX,1664.382810171647
2041,FIX,1711.051746173968
2042,FIX,1763.5984441312942
2043,FIX,1816.1827468707384
2044,FIX,1866.7453018011443
2045,FIX,1919.1552563362143
2046,FIX,1859.2644545097032
2047,FIX,1914.6350781674494
2048,FIX,1966.3760980981617
2049,FIX,2030.3389307471787
2050,FIX,2099.8804617200185
2051,FIX,2177.567607554713
2052,FIX,2219.8475388300863
2053,FIX,2258.8062431875505
2054,FIX,2306.1760537099685
2055,FIX,2258.107450084466
2021,VAR,12.887903525478634
2022,VAR,-210.60882153435196
2023,VAR,51.58480335233012
2024,VAR,113.68693120619743
2025,VAR,-413.6874974756658
2026,VAR,-381.08351418752335
2027,VAR,-283.70243003027343
2028,VAR,-205.34237011996794
2029,VAR,-411.9984788285014
2030,VAR,-784.9478523475266
2031,VAR,-1204.8466971522694
2032,VAR,-1557.5647514066695
2033,VAR,-1676.1879955207678
2034,VAR,-1778.9921892872285
2035,VAR,-1949.871206450245
2036,VAR,-2057.208025796853
2037,VAR,-2031.4761605924728
2038,VAR,-2210.5836518400147
2039,VAR,-2546.812665301524
2040,VAR,-3019.348540615171
2041,VAR,-3260.2739413629197
2042,VAR,-3502.1414623097144
2043,VAR,-3826.457810583724
2044,VAR,-4044.8085328228344
2045,VAR,-4238.8032343172445
2046,VAR,-4458.066467934492
2047,VAR,-4749.43022033407
2048,VAR,-5071.673785523205
2049,VAR,-5642.193319958813
2050,VAR,-6236.625666185563
2051,VAR,-6748.692263309381
2052,VAR,-7189.894254068723
2053,VAR,-7627.181061709426
2054,VAR,-8019.826094794234
2055,VAR,-7752.331752737286
