YEAR,CostType,VALUE
2029,CAP,5045.716317130359
2030,CAP,5495.3555027276125
2031,CAP,5853.119101131333
2032,CAP,3851.8252491048556
2033,CAP,2350.7594405940845
2034,CAP,2200.0362724633233
2035,CAP,2182.3748749449146
2036,CAP,2757.2000242250256
2037,CAP,6343.066324340971
2038,CAP,5088.420677410474
2039,CAP,6287.41145746241
2040,CAP,7536.132788216992
2041,CAP,5689.877140207326
2042,CAP,5677.184991995377
2043,CAP,5695.525849847074
2044,CAP,5385.99552547862
2045,CAP,5839.427252069901
2046,CAP,5844.26822507513
2047,CAP,4404.966893401585
2048,CAP,4597.59982376056
2049,CAP,4812.265684987757
2050,CAP,10110.380669312712
2051,CAP,5355.789137330578
2052,CAP,6891.304129746301
2054,CAP,7628.543584353309
2055,CAP,10427.855268208765
2024,CAP,5027.644030354989
2025,CAP,14497.299719365952
2021,CAP,2710.729552357368
2023,CAP,4298.551305086938
2022,CAP,6418.63094911396
2026,CAP,3101.7708793346833
2053,CAP,5728.2058856546755
2027,CAP,2147.353539190639
2028,CAP,2125.4537135813325
2021,FIX,1266.5888293093167
2022,FIX,1275.7057674368375
2023,FIX,1281.4117366081032
2024,FIX,1333.0934316239598
2025,FIX,1545.4424344804524
2026,FIX,1537.0507647083723
2027,FIX,1510.3225822810564
2028,FIX,1483.2262289668274
2029,FIX,1501.3847295349883
2030,FIX,1522.8010908397225
2031,FIX,1552.59223241559
2032,FIX,1603.7210351099595
2033,FIX,1632.0491713508557
2034,FIX,1653.4504332875906
2035,FIX,1671.2753674386388
2036,FIX,1700.1856587343952
2037,FIX,1713.2225424660674
2038,FIX,1696.4564732180793
2039,FIX,1678.5343955448036
2040,FIX,1692.8348710491725
2041,FIX,1735.4088684823096
2042,FIX,1778.077332044459
2043,FIX,1820.3450909019787
2044,FIX,1861.9524565157312
2045,FIX,1902.8640502187525
2046,FIX,1830.7334814648495
2047,FIX,1884.6898887829977
2048,FIX,1896.7259358992605
2049,FIX,1952.195317966638
2050,FIX,2065.3411004753198
2051,FIX,2144.723876226839
2052,FIX,2197.9304054581667
2053,FIX,2240.2344258422204
2054,FIX,2290.583438711885
2055,FIX,2208.0646763635245
2021,VAR,12.887903525477483
2022,VAR,-214.9971552816824
2023,VAR,36.859334275217115
2024,VAR,93.68199337759567
2025,VAR,-816.9504839430681
2026,VAR,-781.7743265648307
2027,VAR,-696.7460008797481
2028,VAR,-601.3763020546534
2029,VAR,-839.1733069989032
2030,VAR,-1200.9829082239426
2031,VAR,-1616.2967711295548
2032,VAR,-1963.488233193758
2033,VAR,-2091.5513271541718
2034,VAR,-2185.864366601066
2035,VAR,-2352.0942702160846
2036,VAR,-2483.5553728830773
2037,VAR,-2653.8215433866003
2038,VAR,-2853.1033913170145
2039,VAR,-3249.353503903178
2040,VAR,-3637.9144413198187
2041,VAR,-3922.707918166779
2042,VAR,-4236.138302874711
2043,VAR,-4624.347471289536
2044,VAR,-4886.519980511999
2045,VAR,-5156.033080341017
2046,VAR,-5247.2491086153905
2047,VAR,-5530.398140098317
2048,VAR,-5839.899147012715
2049,VAR,-6423.75429150819
2050,VAR,-7014.929374584617
2051,VAR,-7467.890559808244
2052,VAR,-7750.936243482856
2053,VAR,-8037.913462489763
2054,VAR,-8330.94896894534
2055,VAR,-7583.384574108922
