YEAR,CostType,VALUE
2029,CAP,4889.889701322238
2030,CAP,5251.501780714385
2031,CAP,5596.5092405745145
2032,CAP,3626.018951862625
2033,CAP,2046.6639921891835
2034,CAP,1800.553157095202
2035,CAP,1473.440925127869
2036,CAP,2061.0096550012504
2037,CAP,3538.408766197411
2038,CAP,4105.421164200375
2039,CAP,5266.037204419009
2040,CAP,6497.905726621147
2041,CAP,4413.411650850967
2042,CAP,4603.7608506816505
2043,CAP,4536.902074458354
2044,CAP,4628.361262614537
2045,CAP,4910.93480128644
2046,CAP,4929.10902954223
2047,CAP,3721.2865194120086
2048,CAP,3704.0984395590317
2049,CAP,4234.730444397509
2050,CAP,4692.0263807312385
2051,CAP,4656.386563841574
2052,CAP,5455.1554763492595
2053,CAP,5904.922065862361
2054,CAP,7371.706588354486
2055,CAP,9473.603615202886
2024,CAP,4914.364845145853
2025,CAP,11126.473287147375
2021,CAP,2710.729552357368
2023,CAP,4188.877855878218
2022,CAP,6356.467253546811
2026,CAP,2833.3728096828495
2028,CAP,1743.6984165229899
2027,CAP,1899.2388040696499
2021,FIX,1266.5888293093167
2022,FIX,1277.6239954439086
2023,FIX,1286.9076594791522
2024,FIX,1342.56216629072
2025,FIX,1524.7082973025667
2026,FIX,1511.985024591964
2027,FIX,1480.4045666578736
2028,FIX,1444.8432726477413
2029,FIX,1463.7197356365873
2030,FIX,1482.7548784115595
2031,FIX,1509.836797894008
2032,FIX,1559.5303748307178
2033,FIX,1584.9221592464157
2034,FIX,1605.0476851752114
2035,FIX,1621.234778050017
2036,FIX,1649.1633495052724
2037,FIX,1652.8739299146312
2038,FIX,1638.2977308697746
2039,FIX,1624.2623335352077
2040,FIX,1617.3466263315822
2041,FIX,1662.5079949019716
2042,FIX,1713.3868114558875
2043,FIX,1764.4177152193397
2044,FIX,1813.5960805152333
2045,FIX,1864.6355468919376
2046,FIX,1803.4565563529893
2047,FIX,1858.0047772238158
2048,FIX,1909.6702077115344
2049,FIX,1973.794822715134
2050,FIX,2043.0000524924812
2051,FIX,2119.6713933187943
2052,FIX,2161.880815833142
2053,FIX,2200.310793921456
2054,FIX,2246.5831085718546
2055,FIX,2197.3649154747923
2021,VAR,12.887903525478396
2022,VAR,-210.6088215343529
2023,VAR,51.58480335233035
2024,VAR,113.6869312061972
2025,VAR,-407.46489217310244
2026,VAR,-382.83648080484954
2027,VAR,-292.7083422609718
2028,VAR,-221.90564172764678
2029,VAR,-437.0385048761904
2030,VAR,-818.0540607898296
2031,VAR,-1246.650731424516
2032,VAR,-1608.5337955714726
2033,VAR,-1740.5734343251575
2034,VAR,-1852.8921215666792
2035,VAR,-2031.588619101598
2036,VAR,-2148.696925528094
2037,VAR,-2132.8359731485834
2038,VAR,-2284.0385233956035
2039,VAR,-2620.138461505249
2040,VAR,-3151.961125531936
2041,VAR,-3399.223637272313
2042,VAR,-3650.1630749569354
2043,VAR,-3984.2169777192203
2044,VAR,-4213.155771839993
2045,VAR,-4418.89933123285
2046,VAR,-4649.870577371996
2047,VAR,-4952.627716111363
2048,VAR,-5280.611397146051
2049,VAR,-5865.060321725794
2050,VAR,-6470.836815554045
2051,VAR,-6996.248363703473
2052,VAR,-7447.383087085524
2053,VAR,-7902.889401032724
2054,VAR,-8313.324887878067
2055,VAR,-8069.385108089945
