YEAR,CostType,VALUE
2041,CAP,4342.141287461617
2042,CAP,3864.126516177755
2043,CAP,4033.3079567747436
2044,CAP,4148.7637716288455
2045,CAP,4653.607698163866
2046,CAP,4315.739908724827
2047,CAP,2665.9470530645403
2048,CAP,2443.312292172962
2049,CAP,2805.0005400342925
2050,CAP,2759.0633846250994
2051,CAP,3216.1618281911947
2052,CAP,5902.769602867266
2053,CAP,6774.442134377178
2054,CAP,7189.0309597363475
2055,CAP,7421.393996643656
2040,CAP,5555.824981287444
2022,CAP,4327.645874646356
2023,CAP,3708.248797911532
2024,CAP,3926.928541978195
2025,CAP,4025.613215954179
2026,CAP,2831.137942818007
2027,CAP,2652.5546354678086
2028,CAP,2838.2057054440165
2029,CAP,3032.697963470033
2030,CAP,3737.6245392418573
2031,CAP,3394.6100517627224
2032,CAP,1091.8798402370198
2033,CAP,1066.12370039409
2034,CAP,1276.9894627157971
2035,CAP,1300.0693912430932
2036,CAP,1210.4497750828284
2037,CAP,3952.4006066431575
2038,CAP,4974.106651219476
2039,CAP,4838.564339376495
2021,CAP,9.27355897435918
2041,FIX,842.8212382599904
2042,FIX,853.3593641601049
2043,FIX,860.488527834751
2044,FIX,874.4039306043616
2045,FIX,890.1499544993662
2046,FIX,904.6141073082596
2047,FIX,917.4473941286142
2048,FIX,927.1559983781578
2049,FIX,927.57468489194
2050,FIX,937.2619453870666
2051,FIX,958.7768525449435
2052,FIX,963.6637408178182
2053,FIX,969.2039857541606
2054,FIX,975.8245729225198
2055,FIX,993.4126676799232
2040,FIX,836.3895514763627
2021,FIX,756.6302112820513
2022,FIX,747.2118496338999
2023,FIX,749.9727484338599
2024,FIX,787.6955772571753
2025,FIX,818.0767991194512
2026,FIX,817.9626643873019
2027,FIX,808.733515973022
2028,FIX,804.5284208725432
2029,FIX,794.412256302811
2030,FIX,790.3854867926573
2031,FIX,782.9264515278808
2032,FIX,797.4253104072054
2033,FIX,810.3119610511678
2034,FIX,829.0292623994161
2035,FIX,847.8664153016045
2036,FIX,867.3397926370328
2037,FIX,870.3143846307725
2038,FIX,863.2546450731757
2039,FIX,854.6466258522516
