YEAR,CostType,VALUE
2041,CAP,3061.0183695591245
2042,CAP,3284.990316923798
2043,CAP,3021.6987071518224
2044,CAP,3127.7571614674207
2045,CAP,3121.3217230640757
2046,CAP,3040.476143299631
2050,CAP,1820.8893794487485
2037,CAP,3019.2342529928837
2038,CAP,3497.641004118673
2039,CAP,4733.594882265411
2040,CAP,4778.635245088798
2023,CAP,3708.2367939115284
2024,CAP,3863.8427366068227
2022,CAP,4480.912736957567
2025,CAP,4958.900404821689
2026,CAP,2168.621024890104
2027,CAP,2307.3561329094673
2028,CAP,2171.3245478406807
2029,CAP,2151.2584084615964
2030,CAP,2334.0588244928035
2031,CAP,2335.0827760540888
2032,CAP,999.7169884435867
2033,CAP,1148.2282374639717
2034,CAP,1014.1034994586878
2035,CAP,1196.1133511605572
2036,CAP,1094.5766363808905
2047,CAP,1574.414778668994
2048,CAP,1607.1905664383655
2049,CAP,1460.2871853255187
2051,CAP,2002.0016429327086
2052,CAP,3196.256777975095
2053,CAP,3671.732725876553
2054,CAP,4980.349152727364
2055,CAP,5107.869292165225
2021,CAP,9.273558974359329
2041,FIX,649.3518416821792
2042,FIX,648.1243551354123
2043,FIX,647.6786441970642
2044,FIX,643.3229803799193
2045,FIX,639.1649257603892
2046,FIX,634.0392157857384
2047,FIX,636.7601591877982
2048,FIX,610.3424251189308
2049,FIX,608.4018842058186
2050,FIX,613.39369435871
2051,FIX,628.1473835190484
2052,FIX,628.0400583417594
2053,FIX,630.1983559157811
2054,FIX,634.732360548721
2055,FIX,640.9533349688818
2037,FIX,712.8595945571496
2038,FIX,677.4554961887078
2039,FIX,651.4805336898431
2040,FIX,653.4208763542722
2021,FIX,756.6302112820513
2022,FIX,739.2763858951308
2023,FIX,744.0257922528183
2024,FIX,783.840038610878
2025,FIX,791.1810656971717
2026,FIX,770.9373139722077
2027,FIX,750.3775931650947
2028,FIX,725.6780766984843
2029,FIX,704.0784972337092
2030,FIX,683.5305577134772
2031,FIX,662.647403377803
2032,FIX,672.9518629767767
2033,FIX,686.3529074603925
2034,FIX,695.4692557370067
2035,FIX,709.2250298246724
2036,FIX,723.1912501548148
