YEAR,CostType,VALUE
2041,CAP,3241.708430602499
2042,CAP,3193.556948020106
2043,CAP,3140.4844951237037
2044,CAP,2862.089597988379
2045,CAP,3039.2851085742427
2046,CAP,2986.229712420207
2047,CAP,1725.192145983486
2048,CAP,1753.9404658955095
2049,CAP,1501.8642338144375
2050,CAP,1785.3126123084003
2051,CAP,2005.6213712123244
2052,CAP,3456.3625639834454
2053,CAP,4498.5329248545595
2054,CAP,4840.671922451272
2055,CAP,5136.068900205554
2037,CAP,3013.8164719646793
2038,CAP,4663.9824478802875
2039,CAP,4534.933598841821
2040,CAP,4733.157202780816
2023,CAP,3708.236793911528
2024,CAP,3863.842736606822
2025,CAP,4019.160138815966
2022,CAP,4480.912736957567
2026,CAP,1989.1576094389209
2027,CAP,2145.447173681549
2028,CAP,2152.6129807816087
2029,CAP,1846.7710172401114
2030,CAP,2174.6768365590115
2031,CAP,2193.3365487243905
2032,CAP,850.3832920947096
2033,CAP,1016.35207988899
2034,CAP,1041.5462152524562
2035,CAP,1072.7070508501035
2036,CAP,971.4489524352961
2021,CAP,9.27355897435918
2041,FIX,645.9660182777886
2042,FIX,643.5792004596501
2043,FIX,640.3199492192664
2044,FIX,636.6754732781324
2045,FIX,631.2664028363104
2046,FIX,624.6197091108395
2047,FIX,629.0664734992454
2048,FIX,599.7443727490592
2049,FIX,591.3684415328238
2050,FIX,594.188580729508
2051,FIX,607.9787569991393
2052,FIX,610.5170628921769
2053,FIX,613.808430879798
2054,FIX,621.620588557411
2055,FIX,627.3985587016377
2037,FIX,729.8393346983142
2038,FIX,706.5524077375082
2039,FIX,675.2712105533925
2040,FIX,647.4733510349811
2021,FIX,756.6302112820513
2022,FIX,739.2763858951308
2023,FIX,744.0257922528183
2024,FIX,783.840038610878
2025,FIX,814.1976181488126
2026,FIX,791.8340026356881
2027,FIX,769.669833309849
2028,FIX,747.5831007727465
2029,FIX,720.3831632242437
2030,FIX,698.464468889009
2031,FIX,676.7392348201382
2032,FIX,686.2414314356918
2033,FIX,699.2063458497825
2034,FIX,712.5737172025063
2035,FIX,726.3449226775591
2036,FIX,740.3066140450279
