YEAR,CostType,VALUE
2041,CAP,4014.089993806921
2042,CAP,3986.006202352397
2043,CAP,3954.071401680401
2044,CAP,3647.902245969205
2045,CAP,3900.8332750325376
2046,CAP,4116.844456489766
2047,CAP,2346.884235702705
2048,CAP,2398.078349105989
2049,CAP,2518.070700700893
2050,CAP,7331.772956718785
2051,CAP,2934.252372772509
2052,CAP,5203.600734869409
2053,CAP,4155.33040731793
2054,CAP,6065.669993787303
2055,CAP,6524.098976937376
2028,CAP,2413.3135665142795
2029,CAP,2105.948833913024
2030,CAP,2436.998530657368
2031,CAP,2840.1813351966475
2032,CAP,1095.7593004030687
2033,CAP,1337.8560549745112
2034,CAP,1621.0047658996432
2035,CAP,2026.1317702559068
2036,CAP,1774.710272285529
2037,CAP,5280.4685549557635
2038,CAP,3810.905102354815
2039,CAP,5753.2099756755015
2040,CAP,6135.233395074001
2023,CAP,3817.1826608756905
2024,CAP,4792.953012367821
2022,CAP,4584.908265547005
2025,CAP,4965.353481959907
2026,CAP,2199.045748222867
2027,CAP,2356.210071307934
2021,CAP,9.273558974359329
2041,FIX,642.4973052297464
2042,FIX,643.0254734225572
2043,FIX,643.0264858707328
2044,FIX,643.0806912320555
2045,FIX,641.605179266049
2046,FIX,639.1479465773807
2047,FIX,646.0361236271928
2048,FIX,601.7540450549819
2049,FIX,598.6525554901656
2050,FIX,653.0855381054262
2051,FIX,673.4328600464459
2052,FIX,687.589762348508
2053,FIX,693.0639812433195
2054,FIX,706.5729724055714
2055,FIX,723.4294354486137
2028,FIX,701.4720911534795
2029,FIX,675.053384350885
2030,FIX,653.9833883599314
2031,FIX,636.6353247077803
2032,FIX,646.3830564178346
2033,FIX,656.0565118915467
2034,FIX,667.0106355490144
2035,FIX,682.3479651731653
2036,FIX,695.2144344976505
2037,FIX,694.5253398574578
2038,FIX,657.3584558878995
2039,FIX,649.4090931402907
2040,FIX,641.4242434660362
2021,FIX,756.6302112820513
2022,FIX,736.0681826229239
2023,FIX,737.1535176140214
2024,FIX,753.5665310334699
2025,FIX,760.7576701522838
2026,FIX,741.6324246650139
2027,FIX,722.6923923680183
