YEAR,CostType,VALUE
2041,CAP,2360.8570229819484
2042,CAP,2557.0430680301556
2043,CAP,2448.5275594557484
2044,CAP,2576.312212735702
2045,CAP,2661.549648958875
2046,CAP,2663.4451460042683
2050,CAP,1697.0189662084254
2052,CAP,3394.5782255791237
2053,CAP,4018.3472284861205
2039,CAP,4192.678284546236
2040,CAP,4886.401751127367
2023,CAP,3708.24879791153
2024,CAP,3863.842736606821
2025,CAP,3916.9721714596494
2022,CAP,4480.933750957569
2026,CAP,1779.6934869925403
2027,CAP,1928.5953698023052
2028,CAP,1806.7984113912867
2029,CAP,1795.483525521841
2030,CAP,1989.344128978671
2031,CAP,2002.5285910533296
2032,CAP,661.6590404850189
2033,CAP,830.2796459770059
2034,CAP,739.7166094366465
2035,CAP,873.4691278086563
2036,CAP,804.056392082438
2047,CAP,1370.9987436565748
2048,CAP,1492.3368196053825
2049,CAP,1378.5035781543654
2051,CAP,1967.5291008943716
2054,CAP,5340.544816572372
2055,CAP,5935.687962902772
2037,CAP,2339.7942460483405
2038,CAP,2554.189940567636
2021,CAP,9.27355897435918
2041,FIX,591.1220728253843
2042,FIX,599.7008658192943
2043,FIX,608.2883910977429
2044,FIX,615.973415816926
2045,FIX,624.7403920972574
2046,FIX,633.594242584582
2047,FIX,640.9967559793248
2048,FIX,647.6097279851302
2049,FIX,652.0770854353796
2050,FIX,662.6394239697045
2051,FIX,678.5989192768191
2052,FIX,674.362658589494
2053,FIX,673.5663996894257
2054,FIX,681.1527948726451
2055,FIX,690.66438332687
2039,FIX,617.4994591791941
2040,FIX,587.8898167257415
2021,FIX,756.6302112820513
2022,FIX,739.2765958951309
2023,FIX,744.0263322528183
2024,FIX,783.840848610878
2025,FIX,818.1652499329416
2026,FIX,791.5089114657018
2027,FIX,764.8035833300282
2028,FIX,734.3571346652745
2029,FIX,707.2168379516744
2030,FIX,681.3962133462896
2031,FIX,655.5759791084123
2032,FIX,661.710137567992
2033,FIX,670.9849660378059
2034,FIX,677.1392902195105
2035,FIX,686.5011252509204
2036,FIX,696.9655105728657
2037,FIX,684.8867435836967
2038,FIX,648.5129940524175
