YEAR,CostType,VALUE
2041,CAP,4868.387999166954
2042,CAP,4908.7129773087545
2043,CAP,4945.382166520994
2044,CAP,4639.465723260039
2045,CAP,5041.416629674477
2046,CAP,5423.726225190863
2047,CAP,3058.40280587715
2048,CAP,3179.178100216037
2049,CAP,4163.37589376867
2050,CAP,9073.832991523057
2051,CAP,4094.39189000716
2052,CAP,6859.058696779836
2053,CAP,5844.980585429993
2054,CAP,8078.200120308607
2055,CAP,9354.185219492438
2027,CAP,2436.3631314292693
2028,CAP,2453.6129151143623
2029,CAP,2156.4124526025994
2030,CAP,2497.5469704559987
2031,CAP,2937.916767009037
2032,CAP,1138.6242984724554
2033,CAP,1388.3954326877
2034,CAP,1420.9778830895455
2035,CAP,2251.7291379716157
2036,CAP,1999.9714397907157
2037,CAP,5566.155715322333
2038,CAP,4292.613056189057
2039,CAP,6336.877819697924
2040,CAP,7334.54989604097
2023,CAP,3823.3429575260984
2024,CAP,4885.034469196405
2022,CAP,4587.931882839688
2025,CAP,4978.260711390793
2026,CAP,2221.4064398454257
2021,CAP,9.273558974359329
2041,FIX,710.9638757521734
2042,FIX,722.8704736765394
2043,FIX,735.1571238255947
2044,FIX,747.8729212447114
2045,FIX,760.6971659764099
2046,FIX,773.5274633734301
2047,FIX,792.2832793927099
2048,FIX,761.4367798935572
2049,FIX,778.4019798933299
2050,FIX,849.5973538098551
2051,FIX,876.9941718855811
2052,FIX,890.6894560938101
2053,FIX,903.6700675912116
2054,FIX,917.5621823006035
2055,FIX,942.8444268773923
2027,FIX,721.7647204033595
2028,FIX,702.2303695929556
2029,FIX,677.6788637636898
2030,FIX,658.6612331960318
2031,FIX,643.8713359706669
2032,FIX,655.7261523037491
2033,FIX,667.6287204005203
2034,FIX,680.0869917674493
2035,FIX,702.6942433653095
2036,FIX,719.8550166499581
2037,FIX,725.7434578545725
2038,FIX,694.8530686123023
2039,FIX,697.7659124532505
2040,FIX,699.4499320264242
2021,FIX,756.6302112820513
2022,FIX,736.0984087204848
2023,FIX,737.2755522481677
2024,FIX,751.8847532196684
2025,FIX,759.29745111897
2026,FIX,741.5245310941132
