YEAR,CostType,VALUE
2041,CAP,3534.1672781273805
2042,CAP,3472.0747667644923
2043,CAP,3405.892444600453
2044,CAP,3109.9764245462165
2045,CAP,3278.4212531831813
2046,CAP,3411.6798900096105
2047,CAP,1939.6010740275185
2048,CAP,1956.2060812066293
2049,CAP,1677.8043953659655
2050,CAP,1965.3595933627962
2051,CAP,2198.837102272181
2052,CAP,3861.273060269972
2053,CAP,4678.890662565396
2054,CAP,5025.704385647997
2055,CAP,5323.948723649082
2036,CAP,1196.084384434092
2037,CAP,3575.8179279288834
2038,CAP,4805.945522303444
2039,CAP,4688.138960748971
2040,CAP,4881.344642824264
2023,CAP,3708.2367939115297
2024,CAP,3863.84273660682
2025,CAP,4019.1601388159656
2022,CAP,4480.912736957567
2026,CAP,2187.6926280325074
2027,CAP,2340.38233802054
2028,CAP,2344.078938340798
2029,CAP,2031.9074717130231
2030,CAP,2357.838378588472
2031,CAP,2742.644751311892
2032,CAP,1025.6749580675325
2033,CAP,1188.250177749305
2034,CAP,1208.9860810728892
2035,CAP,1236.030730343437
2021,CAP,9.273558974359329
2041,FIX,693.7292197753302
2042,FIX,692.1287462314726
2043,FIX,689.526039259076
2044,FIX,686.3569196208156
2045,FIX,681.3275863576885
2046,FIX,674.8336733283729
2047,FIX,679.3745334647475
2048,FIX,648.0543393987582
2049,FIX,638.1857525243412
2050,FIX,640.5915550992621
2051,FIX,656.2232523384889
2052,FIX,659.6092277558868
2053,FIX,663.7417473455127
2054,FIX,672.5331345172555
2055,FIX,679.167732166465
2036,FIX,776.3741214103159
2037,FIX,771.9816514041922
2038,FIX,750.561719350247
2039,FIX,721.0024775470973
2040,FIX,694.3280548258753
2021,FIX,756.6302112820513
2022,FIX,739.2763858951308
2023,FIX,744.0257922528183
2024,FIX,783.840038610878
2025,FIX,814.1976181488127
2026,FIX,795.453271796718
2027,FIX,776.8103615368674
2028,FIX,758.1511505056702
2029,FIX,734.2022821134916
2030,FIX,715.492258407219
2031,FIX,700.3047245201712
2032,FIX,712.4079897366414
2033,FIX,728.1538689339357
2034,FIX,744.2043835144204
2035,FIX,760.5542245199457
