YEAR,CostType,VALUE
2041,CAP,2691.3054170850287
2042,CAP,2671.39546444561
2043,CAP,2645.9579116948044
2044,CAP,2395.9302503826193
2045,CAP,2599.2623213347206
2046,CAP,2577.9107391848233
2047,CAP,1348.019642671731
2048,CAP,1391.7970915471192
2049,CAP,1192.0908692642363
2050,CAP,6081.420935963333
2051,CAP,1773.0404216491663
2052,CAP,3617.256606812202
2053,CAP,2723.2147573950865
2054,CAP,3715.6540357110002
2055,CAP,4541.047129157018
2031,CAP,1857.4163281352924
2032,CAP,524.1388964768996
2033,CAP,699.1188732641955
2034,CAP,762.9897926831989
2035,CAP,872.1171687546621
2036,CAP,1066.528499117409
2037,CAP,4308.974101558859
2038,CAP,3009.216662224102
2039,CAP,3916.575618590254
2040,CAP,5033.958186027544
2023,CAP,3814.10251255049
2024,CAP,3971.9105977633767
2025,CAP,4646.051747899455
2022,CAP,4480.912736957569
2026,CAP,1592.1626082017979
2027,CAP,1755.2600853053848
2028,CAP,1769.8521161510903
2029,CAP,1477.2004948651816
2030,CAP,1808.185249895682
2021,CAP,9.273558974359329
2041,FIX,492.76227015941515
2042,FIX,486.0989611358964
2043,FIX,478.76074792478147
2044,FIX,471.75515875051946
2045,FIX,462.66938713590577
2046,FIX,452.6219709217062
2047,FIX,453.96621090357513
2048,FIX,410.2411639899497
2049,FIX,402.100704707802
2050,FIX,451.1129758967957
2051,FIX,464.45803755785334
2052,FIX,478.7386174024143
2053,FIX,476.86946149921835
2054,FIX,482.95611856267226
2055,FIX,492.15648046706036
2031,FIX,609.6060066787464
2032,FIX,612.098041933647
2033,FIX,617.629154080361
2034,FIX,623.50977528679
2035,FIX,626.5425218794259
2036,FIX,632.790808726192
2037,FIX,615.6452993238695
2038,FIX,571.4110334891766
2039,FIX,522.9416173166176
2040,FIX,498.70457347004225
2021,FIX,756.6302112820513
2022,FIX,739.2763858951308
2023,FIX,740.509556252082
2024,FIX,776.3678566508077
2025,FIX,791.1951007295564
2026,FIX,761.1385649771876
2027,FIX,731.465581715609
2028,FIX,702.0585784293422
2029,FIX,667.9208332763045
2030,FIX,639.1281732971901
