YEAR,CostType,VALUE
2041,CAP,8004.41767572459
2042,CAP,8240.316354938339
2043,CAP,8461.662672823548
2044,CAP,8681.6021494564
2045,CAP,8994.12905114529
2046,CAP,9245.255386063436
2047,CAP,6247.892251860605
2048,CAP,6561.6266506147185
2049,CAP,6913.880039807479
2050,CAP,11097.905224602957
2051,CAP,8554.435503449107
2052,CAP,10156.393796183122
2053,CAP,13475.690839523279
2054,CAP,14300.77504337099
2055,CAP,15010.821818859042
2022,CAP,3916.941404243528
2023,CAP,3871.9133280764518
2024,CAP,3972.9116925900776
2025,CAP,4087.5690544636705
2026,CAP,3132.0275781467703
2027,CAP,3349.934763720486
2028,CAP,3423.7491907594904
2029,CAP,3326.8934667929425
2030,CAP,4542.474468114002
2031,CAP,4908.960613674747
2032,CAP,2144.3905186408974
2033,CAP,2453.4155266371617
2034,CAP,2589.8254308150144
2035,CAP,3610.1659849306134
2036,CAP,3983.9487102704356
2037,CAP,5694.423078943733
2038,CAP,8310.968656812576
2039,CAP,8515.918253519936
2040,CAP,8951.86944016769
2021,CAP,199.00240000000034
2041,FIX,1003.8909867293138
2042,FIX,1016.8092160294354
2043,FIX,1031.2163807251834
2044,FIX,1046.3333227027917
2045,FIX,1066.9121895571448
2046,FIX,1095.1130941791232
2047,FIX,1144.070241641731
2048,FIX,1132.7095517684363
2049,FIX,1176.7283720931941
2050,FIX,1270.3761787930675
2051,FIX,1331.505930158594
2052,FIX,1375.28791733336
2053,FIX,1444.6194146963162
2054,FIX,1512.3118748069953
2055,FIX,1586.8797174987983
2022,FIX,760.3691139734105
2023,FIX,752.527815485638
2024,FIX,787.9838171231496
2025,FIX,816.0978054932214
2026,FIX,826.8663387009788
2027,FIX,839.4957999837102
2028,FIX,853.8977349874494
2029,FIX,869.1267881820569
2030,FIX,883.8620949194094
2031,FIX,890.7937021967402
2032,FIX,906.2236579670999
2033,FIX,923.6752583212915
2034,FIX,942.6688605648695
2035,FIX,972.0076278356559
2036,FIX,1002.5204542295103
2037,FIX,999.9250134836454
2038,FIX,998.9702066999419
2039,FIX,996.2477701382559
2040,FIX,992.322678563817
2021,FIX,762.4686599999998
