YEAR,CostType,VALUE
2041,CAP,2989.744223606019
2042,CAP,2955.99863838424
2043,CAP,2916.7438695365704
2044,CAP,2648.2429847045883
2045,CAP,2842.8566064265565
2046,CAP,2804.199159306998
2047,CAP,1562.0837613240863
2048,CAP,1597.3345300498784
2049,CAP,1370.6617953778316
2050,CAP,6656.135149592896
2051,CAP,1971.5189040194325
2052,CAP,3873.8095924461772
2053,CAP,2916.119082144061
2054,CAP,4106.7628787987915
2055,CAP,4729.936567031284
2031,CAP,2045.4548164390092
2032,CAP,707.410208615232
2033,CAP,878.6580717659023
2034,CAP,951.4109989073986
2035,CAP,1397.5939117837956
2036,CAP,1270.6170720265934
2037,CAP,4617.401100284997
2038,CAP,3194.1598177567193
2039,CAP,4437.8815998994105
2040,CAP,5200.352874284795
2023,CAP,3814.1025125504857
2024,CAP,3971.910597763381
2022,CAP,4575.761872781435
2025,CAP,4958.90040482169
2026,CAP,1790.7344492074
2027,CAP,1950.2229962033764
2028,CAP,1961.7420984580701
2029,CAP,1661.700413812331
2030,CAP,1991.702283709936
2021,CAP,9.273558974359329
2041,FIX,533.9239538988555
2042,FIX,527.7168423361621
2043,FIX,520.7211766970573
2044,FIX,513.9148665622076
2045,FIX,504.9341422764817
2046,FIX,494.82365256709807
2047,FIX,495.98056710877324
2048,FIX,448.56712170786534
2049,FIX,438.9488953509123
2050,FIX,493.9144176209419
2051,FIX,508.41890744006804
2052,FIX,523.8509932785661
2053,FIX,523.1520348461446
2054,FIX,530.384835965651
2055,FIX,540.739881722837
2031,FIX,616.9501862467771
2032,FIX,621.5142570223026
2033,FIX,629.3131996964261
2034,FIX,637.287991757073
2035,FIX,642.6384752604264
2036,FIX,650.395493982849
2037,FIX,640.0391043751144
2038,FIX,597.1190777922126
2039,FIX,553.3091837688595
2040,FIX,539.3159906565899
2021,FIX,756.6302112820513
2022,FIX,736.29317772755
2023,FIX,737.3470403152927
2024,FIX,773.0536187554574
2025,FIX,780.140269296949
2026,FIX,753.4846395676026
2027,FIX,727.1146031078987
2028,FIX,700.9225066032744
2029,FIX,669.7976193205079
2030,FIX,644.0091246888359
