YEAR,CostType,VALUE
2041,CAP,2694.468353636807
2042,CAP,2893.513823541873
2043,CAP,2967.9316835831823
2044,CAP,3121.439453526175
2045,CAP,3914.6534334477174
2046,CAP,4427.081362149832
2047,CAP,2167.9981428353494
2048,CAP,2016.2332672040955
2049,CAP,2394.0654818259322
2050,CAP,3456.8285881147485
2052,CAP,5024.317769758242
2053,CAP,5862.089647956013
2054,CAP,7020.28866483802
2055,CAP,7300.835097658502
2022,CAP,4128.3207480813235
2023,CAP,3820.262809200895
2024,CAP,3981.370628104841
2025,CAP,4032.0673682468628
2026,CAP,1637.248318508277
2027,CAP,1793.1884494739443
2028,CAP,1829.8545826205452
2029,CAP,1780.7121723040746
2030,CAP,2775.2527839148756
2031,CAP,2593.014993394222
2032,CAP,558.8131225650792
2033,CAP,581.1653540519749
2034,CAP,752.4173027236931
2035,CAP,809.9427971562383
2036,CAP,976.7298245996436
2037,CAP,3196.1757491163985
2038,CAP,3756.2915248712525
2039,CAP,4574.839473495345
2040,CAP,4758.858838511475
2051,CAP,2451.822148939421
2021,CAP,9.27355897435918
2041,FIX,679.6940523123653
2042,FIX,692.6185337192802
2043,FIX,705.7110185539402
2044,FIX,719.0061821485184
2045,FIX,734.359389917073
2046,FIX,742.508379244315
2047,FIX,758.1064503139995
2048,FIX,766.958062743201
2049,FIX,775.9460685995958
2050,FIX,800.7251460574673
2051,FIX,817.0550106867535
2052,FIX,837.1747687134589
2053,FIX,864.5398875177626
2054,FIX,893.258761963904
2055,FIX,924.5535120662065
2021,FIX,756.6302112820513
2022,FIX,757.5316108874039
2023,FIX,754.2515245961691
2024,FIX,790.2356049948947
2025,FIX,820.6087204677887
2026,FIX,792.9939166935609
2027,FIX,765.5780611383921
2028,FIX,738.9414523524543
2029,FIX,712.6538527818225
2030,FIX,695.3787497943638
2031,FIX,676.4687242210194
2032,FIX,683.2282072194997
2033,FIX,688.8199523105922
2034,FIX,698.9654837729408
2035,FIX,710.1412755604875
2036,FIX,724.662890407915
2037,FIX,708.1271279995316
2038,FIX,690.6452229605502
2039,FIX,679.3847100346711
2040,FIX,665.2876175025759
