YEAR,CostType,VALUE
2041,CAP,5501.846707365112
2042,CAP,6072.90515685133
2043,CAP,6359.110090895816
2044,CAP,6647.425220072704
2045,CAP,6994.900071387218
2046,CAP,8261.169955660176
2047,CAP,5276.803963273173
2048,CAP,5600.649722084161
2049,CAP,5964.141206228223
2050,CAP,6901.570095824489
2051,CAP,6328.805147890199
2052,CAP,10510.733173912426
2053,CAP,11427.237782166252
2054,CAP,12397.524465815779
2055,CAP,13018.880551844242
2028,CAP,2987.6871920714225
2029,CAP,2895.3881946250403
2030,CAP,3160.1313487282723
2031,CAP,3247.1746434263873
2032,CAP,967.3303668939453
2033,CAP,1204.4016929866616
2034,CAP,1366.3735571339696
2035,CAP,1913.7388780688423
2036,CAP,2014.7074686488513
2037,CAP,5405.4723759821545
2038,CAP,5996.530135404735
2039,CAP,6236.687239222264
2040,CAP,6531.51118676762
2022,CAP,4016.9330326238883
2023,CAP,3823.342957526102
2024,CAP,3986.1011686576862
2025,CAP,4038.5204453850743
2026,CAP,2674.465317314432
2027,CAP,2894.064337205224
2021,CAP,9.273558974359329
2041,FIX,996.0776967784124
2042,FIX,1014.5549038436764
2043,FIX,1034.2536226384764
2044,FIX,1054.5887701094975
2045,FIX,1077.908654572628
2046,FIX,1096.8012048389057
2047,FIX,1136.1469322081484
2048,FIX,1161.141477321202
2049,FIX,1194.5893644961916
2050,FIX,1252.899638178142
2051,FIX,1304.1812977725554
2052,FIX,1365.9714513232655
2053,FIX,1431.8467100569176
2054,FIX,1501.6972419299661
2055,FIX,1577.1757978098328
2028,FIX,836.3951962361207
2029,FIX,842.2314116272466
2030,FIX,851.2103669181702
2031,FIX,862.1767822847227
2032,FIX,879.4066195476781
2033,FIX,901.6151863521425
2034,FIX,926.2421986501778
2035,FIX,945.3846814354755
2036,FIX,966.8656900846062
2037,FIX,967.804917049849
2038,FIX,972.0271991045473
2039,FIX,976.9100939857125
2040,FIX,978.3572241665333
2021,FIX,756.6302112820513
2022,FIX,764.4042828857455
2023,FIX,758.9895311409172
2024,FIX,794.9806270183464
2025,FIX,825.4309939922717
2026,FIX,827.4710159379978
2027,FIX,831.4671046126875
