YEAR,CostType,VALUE
2041,CAP,8214.451413952735
2042,CAP,8727.894325406372
2043,CAP,8978.652373833622
2044,CAP,9232.981390014262
2045,CAP,10769.120431578789
2046,CAP,11132.994172581148
2047,CAP,8112.926823455133
2048,CAP,8404.50602497789
2049,CAP,8733.45301334569
2050,CAP,9694.653490693576
2051,CAP,9043.164197500979
2052,CAP,13288.600616380914
2053,CAP,14156.057757527087
2054,CAP,15130.25854126234
2055,CAP,15755.928998267162
2024,CAP,4035.260848537609
2025,CAP,4087.5690544636736
2026,CAP,4013.6896447118233
2027,CAP,4226.304978896431
2028,CAP,4294.988586404826
2029,CAP,4191.273049736781
2030,CAP,4505.582617655831
2031,CAP,5552.625595697515
2032,CAP,2742.091322922308
2033,CAP,3343.3660870837048
2034,CAP,3501.1866979399615
2035,CAP,3678.470492871796
2036,CAP,3706.0748337800464
2037,CAP,7110.771294625145
2038,CAP,7612.147941460805
2039,CAP,7831.738904449167
2040,CAP,8104.900743661476
2022,CAP,4073.7641561641626
2023,CAP,3823.3429575261025
2021,CAP,9.273558974359329
2041,FIX,1306.2875735043112
2042,FIX,1332.908189915547
2043,FIX,1360.6870462978234
2044,FIX,1388.8543151527278
2045,FIX,1413.3396397168985
2046,FIX,1442.2648754558809
2047,FIX,1493.8349004295214
2048,FIX,1528.4769776311425
2049,FIX,1581.9545339960798
2050,FIX,1656.5567561833911
2051,FIX,1723.4736840022763
2052,FIX,1800.7831467711133
2053,FIX,1882.1243323169836
2054,FIX,1967.406988105203
2055,FIX,2058.4097967615658
2024,FIX,790.8194245109386
2025,FIX,818.9131213283783
2026,FIX,848.7300834120101
2027,FIX,880.3450747112787
2028,FIX,913.667492991457
2029,FIX,947.7255485218992
2030,FIX,984.7231038194088
2031,FIX,1019.7806602674948
2032,FIX,1057.5857261921428
2033,FIX,1090.9254249536987
2034,FIX,1125.7527952888433
2035,FIX,1163.072507703946
2036,FIX,1201.4111458636628
2037,FIX,1220.8810946200315
2038,FIX,1242.3086556877176
2039,FIX,1264.30621993845
2040,FIX,1280.5460807624102
2021,FIX,756.6302112820513
2022,FIX,762.7153302516624
2023,FIX,757.2213911706497
