YEAR,CostType,VALUE
2045,CAP,2841.11232613919
2046,CAP,2876.8551147839516
2049,CAP,1565.014968486678
2050,CAP,2449.6856565386856
2051,CAP,1839.5763932121988
2052,CAP,3536.4331185855517
2053,CAP,4573.311214587295
2054,CAP,5432.243379304702
2055,CAP,6976.588494864826
2023,CAP,3708.2728059115316
2024,CAP,3863.8427366068204
2025,CAP,3916.9721714596476
2022,CAP,4480.975764957568
2026,CAP,1507.128922469138
2027,CAP,1664.4750418941712
2028,CAP,1639.5203753736384
2029,CAP,1637.8954129884237
2030,CAP,1840.652692533546
2031,CAP,1865.055193326795
2032,CAP,507.1407588151447
2033,CAP,681.8507607223272
2034,CAP,620.4676226297983
2035,CAP,725.6620477838062
2036,CAP,682.0486463373757
2039,CAP,3200.0959804977297
2040,CAP,4881.095073623412
2041,CAP,1982.966644152708
2042,CAP,2217.056021116464
2043,CAP,2155.4699410862236
2044,CAP,2350.141811724227
2047,CAP,1424.4009827277207
2048,CAP,1651.1673161683211
2038,CAP,2800.882963094539
2037,CAP,2252.0078070874483
2021,CAP,9.27355897435918
2045,FIX,629.5980586926732
2046,FIX,643.1658054450339
2047,FIX,654.957438416618
2048,FIX,667.41267932187
2049,FIX,676.758296659401
2050,FIX,696.7076353692889
2051,FIX,710.7484617026465
2052,FIX,723.8565419253675
2053,FIX,746.4040187015214
2054,FIX,770.5283187028406
2055,FIX,796.9257468326139
2021,FIX,756.6302112820513
2022,FIX,739.2770158951308
2023,FIX,744.0274122528183
2024,FIX,783.842468610878
2025,FIX,818.1674099329415
2026,FIX,791.2597662427268
2027,FIX,764.6389070778728
2028,FIX,731.6425948594215
2029,FIX,702.1485973524582
2030,FIX,674.1550649572937
2031,FIX,646.4324250670227
2032,FIX,651.1409013976322
2033,FIX,658.8626852465898
2034,FIX,664.2026193553994
2035,FIX,671.8308908340264
2036,FIX,681.2427423407541
2037,FIX,663.78922852485
2038,FIX,629.1293364264766
2039,FIX,596.268758281839
2040,FIX,576.6438189033422
2041,FIX,580.5315979572124
2042,FIX,589.9790526900827
2043,FIX,603.3414205609091
2044,FIX,616.4433566107241
