YEAR,CostType,VALUE
2041,CAP,2412.5411462640254
2042,CAP,2455.3302439466593
2043,CAP,2486.333322049049
2044,CAP,2361.9705122490404
2045,CAP,2570.9046516221156
2046,CAP,3024.2864784734033
2047,CAP,1537.1191868337467
2048,CAP,1609.1634859977712
2049,CAP,1367.7062478108987
2050,CAP,1741.2967398169649
2051,CAP,1994.8309847543667
2052,CAP,3908.0670910969684
2053,CAP,4343.000129353293
2054,CAP,5649.1448353845235
2055,CAP,6032.256891747148
2039,CAP,4588.104631195896
2040,CAP,4830.113095362899
2023,CAP,3708.2487979115303
2024,CAP,3863.842736606817
2025,CAP,3916.9721714596512
2022,CAP,4480.933750957566
2026,CAP,1598.9634958514234
2027,CAP,1764.878844201787
2028,CAP,1782.271041701045
2029,CAP,1493.1107983033971
2030,CAP,1827.4624507519495
2031,CAP,1857.525362740883
2032,CAP,506.81836165693585
2033,CAP,682.576579754244
2034,CAP,718.7162735399271
2035,CAP,761.0980316740367
2036,CAP,670.6632312823198
2038,CAP,2719.1032898698186
2037,CAP,2262.306475091406
2021,CAP,9.27355897435918
2041,FIX,585.6263032381003
2042,FIX,593.4987967648967
2043,FIX,601.5747346379426
2044,FIX,608.8885172336643
2045,FIX,617.1728239238784
2046,FIX,617.1887214266603
2047,FIX,626.8422177325963
2048,FIX,628.4074435685222
2049,FIX,628.3608972813014
2050,FIX,637.6690585256633
2051,FIX,653.4979028938308
2052,FIX,652.4606218879371
2053,FIX,652.2215757637201
2054,FIX,663.2385762339325
2055,FIX,673.2093612014459
2039,FIX,607.9692438517221
2040,FIX,577.9193215846437
2021,FIX,756.6302112820513
2022,FIX,739.2765958951309
2023,FIX,744.0263322528183
2024,FIX,783.8408486108779
2025,FIX,818.1652499329415
2026,FIX,788.9314901364221
2027,FIX,760.132081529925
2028,FIX,731.6743381770373
2029,FIX,698.5227253420097
2030,FIX,670.7676288238129
2031,FIX,643.5082080390267
2032,FIX,648.1764114345301
2033,FIX,656.0137620522589
2034,FIX,664.4616220350705
2035,FIX,673.5607217056328
2036,FIX,683.1375746044067
2037,FIX,671.9512751292307
2038,FIX,638.1124017728484
