YEAR,TECHNOLOGY:Type,VALUE
2023,BKSTP,0.0742476562499983
2024,BKSTP,0.4609846562499989
2025,BKSTP,0.8571102499999999
2026,BKSTP,0.8571102499999996
2027,BKSTP,0.9800822499999992
2028,BKSTP,1.1149822499999993
2029,BKSTP,1.2615262500000002
2030,BKSTP,1.4205662499999996
2031,BKSTP,1.6759332500000008
2032,BKSTP,2.026712250000001
2033,BKSTP,2.541680249999999
2034,BKSTP,3.08222025
2035,BKSTP,3.64689525
2036,BKSTP,4.237672249999998
2037,BKSTP,4.85057225
2038,BKSTP,5.4925072500000045
2039,BKSTP,6.1555342500000005
2040,BKSTP,6.848698249999996
2041,BKSTP,7.5703862499999985
2042,BKSTP,9.136145250000002
2043,BKSTP,10.763634249999996
2044,BKSTP,12.010826249999994
2045,BKSTP,13.316618249999992
2046,BKSTP,14.267068249999998
2047,BKSTP,15.252292250000014
2048,BKSTP,16.41358559375001
2049,BKSTP,17.652078593749998
2050,BKSTP,18.963862
2021,DSLBIO,30.10000000000001
2022,DSLBIO,31.130000000000003
2023,DSLBIO,31.98200625000001
2024,DSLBIO,32.869006250000005
2025,DSLBIO,33.795049999999996
2026,DSLBIO,34.02604999999999
2027,DSLBIO,34.28805
2028,DSLBIO,34.54805
2029,DSLBIO,34.84304999999999
2030,DSLBIO,35.15305
2031,DSLBIO,35.47505
2032,DSLBIO,35.61505000000001
2033,DSLBIO,34.36005000000001
2034,DSLBIO,33.10605000000001
2035,DSLBIO,31.852050000000002
2036,DSLBIO,30.597050000000003
2037,DSLBIO,29.34305
2038,DSLBIO,28.08905
2039,DSLBIO,26.835050000000003
2040,DSLBIO,25.579050000000002
2041,DSLBIO,24.32505
2042,DSLBIO,23.071050000000003
2043,DSLBIO,21.817050000000005
2044,DSLBIO,20.562050000000003
2045,DSLBIO,19.308050000000005
2046,DSLBIO,19.308050000000005
2047,DSLBIO,17.018050000000002
2048,DSLBIO,14.902043749999946
2049,DSLBIO,12.76104374999999
2050,DSLBIO,10.579999999999993
2023,ELC,6.002993749999995
2024,ELC,6.670993749999995
2025,ELC,7.33095
2026,ELC,8.154949999999998
2027,ELC,8.997950000000001
2028,ELC,9.86295
2029,ELC,10.752949999999998
2030,ELC,11.668950000000002
2031,ELC,12.611949999999998
2032,ELC,13.78795
2033,ELC,16.398949999999985
2034,ELC,19.06795000000001
2035,ELC,21.787950000000002
2036,ELC,24.567949999999996
2037,ELC,27.396949999999993
2038,ELC,30.284950000000002
2039,ELC,33.22395
2040,ELC,36.23395000000001
2041,ELC,39.31295000000001
2042,ELC,42.44995
2043,ELC,45.63894999999999
2044,ELC,47.425949999999986
2045,ELC,49.27394999999996
2046,ELC,51.06994999999998
2047,ELC,53.16495000000009
2048,ELC,55.12695625000005
2049,ELC,57.17095625
2050,ELC,59.31199999999998
2044,H2,1.5020000000000084
2045,H2,3.0020000000000446
2046,H2,3.359000000000006
2047,H2,5.7969999999999215
2048,H2,8.273000000000007
2049,H2,10.783000000000012
2050,H2,13.32500000000001
2021,ELC,4.893
2022,ELC,5.349
2021,JET,0.6099999999999999
2022,JET,0.65
2023,JET,0.6899999999999998
2024,JET,0.7289999999999998
2025,JET,0.7690000000000002
2026,JET,0.7980000000000003
2027,JET,0.8270000000000001
2028,JET,0.8550000000000002
2029,JET,0.8839999999999999
2030,JET,0.912
2031,JET,0.941
2032,JET,0.969
2033,JET,0.9970000000000002
2034,JET,1.026
2035,JET,1.055
2036,JET,1.0829999999999995
2037,JET,1.112
2038,JET,1.141
2039,JET,1.17
2040,JET,1.199
2041,JET,1.229
2042,JET,1.259
2043,JET,1.289
2044,JET,1.318
2045,JET,1.349
2046,JET,1.38
2047,JET,1.411
2048,JET,1.441
2049,JET,1.4729999999999996
2050,JET,1.505
