YEAR,TECHNOLOGY:Type,VALUE
2021,DSLBDL,307.0021025641026
2022,DSLBDL,317.5483340189222
2023,DSLBDL,328.40094899218434
2024,DSLBDL,339.5397121897711
2025,DSLBDL,350.9883615795969
2026,DSLBDL,362.9498314822432
2027,DSLBDL,375.22118757712883
2028,DSLBDL,388.03210215274925
2029,DSLBDL,401.3825752091048
2030,DSLBDL,414.786524201289
2031,DSLBDL,428.9864419306184
2032,DSLBDL,443.72591814068284
2033,DSLBDL,458.7752805429865
2034,DSLBDL,474.3642014260251
2035,DSLBDL,490.15039549285996
2036,DSLBDL,506.19163371564275
2037,DSLBDL,523.4527059767149
2038,DSLBDL,541.2830746864365
2039,DSLBDL,559.6767398448075
2040,DSLBDL,573.9892186601097
2041,DSLBDL,588.8145179882328
2042,DSLBDL,604.0991618933472
2043,DSLBDL,619.8708883433677
2044,DSLBDL,636.6405178511147
2045,DSLBDL,653.8694919358536
2046,DSLBDL,671.5845485654984
2047,DSLBDL,692.74250825287
2048,DSLBDL,677.6931458505665
2049,DSLBDL,662.1042249675278
2050,DSLBDL,646.3180309006929
2051,DSLBDL,629.6666901138076
2052,DSLBDL,571.2213863979157
2053,DSLBDL,511.8984027149322
2054,DSLBDL,535.050179487179
2055,DSLBDL,564.0245384615379
2023,ELC,0.0183500188828234
2024,ELC,0.0197000263215115
2025,ELC,0.0210499765395223
2026,ELC,0.0223999839782103
2027,ELC,0.0237499914168984
2028,ELC,0.0250999988555864
2029,ELC,0.026450006294274398
2030,ELC,0.027800013732962498
2031,ELC,0.029150021171650498
2032,ELC,0.030500028610338598
2033,ELC,0.031849978828349404
2034,ELC,0.0331999862670374
2035,ELC,0.0345499937057255
2036,ELC,0.0359000011444135
2037,ELC,0.037250008583101506
2048,ELC,36.71576664263407
2049,ELC,74.66583459879075
2050,ELC,114.15436409340904
2051,ELC,155.2785821887
2052,ELC,235.26978133162206
2053,ELC,317.05688551462964
2054,ELC,317.0582800969759
2055,ELC,317.0597096983767
2035,H2,0.36902326485307
2036,H2,0.7928885659974183
2037,H2,0.7928885659974183
2038,H2,0.7928885659974183
2039,H2,0.7928885659974183
2040,H2,5.670043646211319
2041,H2,10.627412630168529
2042,H2,15.691733485783498
2043,H2,20.80853027722736
2044,H2,26.03327894032896
2045,H2,31.36497947508833
2046,H2,36.776893913591
2047,H2,39.851760223751434
2048,H2,43.033578405569614
2049,H2,46.29561049113112
2050,H2,49.349047119326166
2051,H2,52.42785561497326
2052,H2,59.30986096256683
2053,H2,66.37952941176471
2054,H2,73.58288770053474
2055,H2,76.09625668449196
2022,ELC,0.0140018997264851
2038,ELC,0.0356000160217896
2039,ELC,0.0369500234604776
2040,ELC,0.0382999736784884
2041,ELC,0.0396499811171765
2042,ELC,0.0409999885558645
2043,ELC,0.0423499959945526
2044,ELC,0.0437000034332406
2045,ELC,0.0450500108719286
2046,ELC,0.0464000183106167
2047,ELC,0.0477500257493047
2021,JET,0.01
2022,JET,0.0106666666666666
2023,JET,0.0113333333333333
2024,JET,0.0119999999999999
2025,JET,0.0126666666666666
2026,JET,0.0133333333333333
2027,JET,0.0139999999999999
2028,JET,0.0146666666666666
2029,JET,0.0151111111111111
2030,JET,0.0157777777777777
2031,JET,0.0164444444444444
2032,JET,0.0171111111111111
2033,JET,0.0177777777777777
2034,JET,0.0184444444444444
2035,JET,0.0191111111111111
2036,JET,0.0197777777777777
2037,JET,0.0204444444444444
2038,JET,0.0211111111111111
2039,JET,0.0217777777777777
2040,JET,0.0224444444444444
2041,JET,0.0231111111111111
2042,JET,0.0237777777777777
2043,JET,0.0244444444444444
2044,JET,0.0248888888888888
2045,JET,0.0255555555555555
2046,JET,0.0262222222222222
2047,JET,0.0268888888888888
2048,JET,0.0275555555555555
2049,JET,0.0282222222222222
2050,JET,0.0288888888888889
2051,JET,0.0295555555555555
2052,JET,0.0302222222222222
2053,JET,0.0308888888888889
2054,JET,0.0315555555555555
2055,JET,0.0324444444444444
