YEAR,TECHNOLOGY:Type,VALUE
2021,DSLBDL,307.0021025641026
2022,DSLBDL,317.5483340189223
2023,DSLBDL,328.40094899218434
2024,DSLBDL,339.5397121897711
2025,DSLBDL,350.98836157959687
2026,DSLBDL,358.0780503222268
2027,DSLBDL,365.5215920745921
2028,DSLBDL,373.53840271493215
2029,DSLBDL,382.1182258329907
2030,DSLBDL,390.79052118469775
2031,DSLBDL,400.26631989579045
2032,DSLBDL,410.28894433017956
2033,DSLBDL,420.64399712052654
2034,DSLBDL,431.5376485671192
2035,DSLBDL,443.0047540106951
2036,DSLBDL,454.8009215686276
2037,DSLBDL,463.1322029343207
2038,DSLBDL,471.92789565336614
2039,DSLBDL,481.2041068147538
2040,DSLBDL,491.16273947621
2041,DSLBDL,453.4330507335801
2042,DSLBDL,415.3505089812148
2043,DSLBDL,376.69469834087477
2044,DSLBDL,337.47587522281617
2045,DSLBDL,298.16357987110916
2046,DSLBDL,258.0487811600164
2047,DSLBDL,248.02615672562735
2048,DSLBDL,237.6711039352803
2049,DSLBDL,226.77745248868774
2050,DSLBDL,215.31034704511183
2051,DSLBDL,202.90407692307684
2052,DSLBDL,153.38856410256412
2053,DSLBDL,103.1002564102564
2054,DSLBDL,52.04628205128219
2023,ELC,0.0183500188828234
2024,ELC,0.0197000263215115
2025,ELC,0.0210499765395223
2026,ELC,0.0221395726759821
2027,ELC,0.0232136047882262
2028,ELC,0.0242744761446996
2029,ELC,0.0253244755724928
2030,ELC,0.0263652052505693
2031,ELC,0.0273992401094059
2032,ELC,0.0284277245625479
2033,ELC,0.0294520891269269
2034,ELC,0.030473535436765398
2035,ELC,0.0314940089950904
2036,ELC,0.0325136242432565
2037,ELC,0.0335342122429361
2041,ELC,48.6357706331161
2042,ELC,98.03950000836315
2043,ELC,148.48269429809162
2044,ELC,200.45566594392548
2045,ELC,252.9757967002157
2046,ELC,306.77698411730063
2047,ELC,333.89600103085246
2048,ELC,361.8022030392103
2049,ELC,390.9596939081107
2050,ELC,421.65309268429246
2051,ELC,453.93860290610627
2052,ELC,525.0834071321613
2053,ELC,598.0113006347976
2054,ELC,672.456179076071
2055,ELC,748.9216107928764
2037,H2,4.237085561497319
2038,H2,8.580818181818179
2039,H2,13.003695187165777
2040,H2,17.508390374331558
2041,H2,21.70292513368984
2042,H2,26.006016042780747
2043,H2,30.364791443850265
2044,H2,34.8331229946524
2045,H2,39.40733689839572
2046,H2,44.06229946524065
2047,H2,46.38101604278075
2048,H2,48.80427807486631
2049,H2,51.30909090909092
2050,H2,53.96978609625668
2051,H2,56.7101604278075
2052,H2,58.59010695187169
2053,H2,60.54973262032088
2054,H2,62.563636363636384
2055,H2,64.68181818181817
2022,ELC,0.0140018997264851
2038,ELC,0.0315566313042881
2039,ELC,0.0325815108547624
2040,ELC,0.0336095947631636
2021,JET,0.01
2022,JET,0.0106666666666666
2023,JET,0.0113333333333333
2024,JET,0.0119999999999999
2025,JET,0.0126666666666666
2026,JET,0.0131533333333333
2027,JET,0.0136377777777777
2028,JET,0.0141177777777777
2029,JET,0.0143866666666666
2030,JET,0.0148644444444444
2031,JET,0.0153444444444444
2032,JET,0.0158222222222222
2033,JET,0.0163
2034,JET,0.0167799999999999
2035,JET,0.0172599999999999
2036,JET,0.0177422222222222
2037,JET,0.0182266666666666
2038,JET,0.0187133333333333
2039,JET,0.0192022222222222
2040,JET,0.0196955555555555
2041,JET,0.0201933333333333
2042,JET,0.0206911111111111
2043,JET,0.0211955555555555
2044,JET,0.0215111111111111
2045,JET,0.0220222222222222
2046,JET,0.0225377777777777
2047,JET,0.02306
2048,JET,0.0235844444444444
2049,JET,0.0241133333333333
2050,JET,0.0246466666666666
2051,JET,0.0251844444444444
2052,JET,0.0257288888888888
2053,JET,0.0262777777777777
2054,JET,0.0268288888888888
2055,JET,0.0275777777777777
